step,train_loss,val_score,best_val_score,warmup_eta
1,1.1172070503234863,-0.9905835390090942,-0.9905835390090942,0.01
50,0.7407981157302856,-0.7121369242668152,-0.7121369242668152,0.5
100,0.5408782362937927,-0.5852174758911133,-0.5852174758911133,1.0
150,0.2812280058860779,-0.3399985730648041,-0.3399985730648041,1.0
200,0.3170330822467804,-0.2741815447807312,-0.2741815447807312,1.0
250,0.3239614963531494,-0.25444576144218445,-0.25444576144218445,1.0
300,0.19560174643993378,-0.2494341880083084,-0.2494341880083084,1.0
350,0.21013090014457703,-0.24082961678504944,-0.24082961678504944,1.0
400,0.16387394070625305,-0.2317025065422058,-0.2317025065422058,1.0
450,0.20661088824272156,-0.2198535054922104,-0.2198535054922104,1.0
500,0.2340954691171646,-0.20781934261322021,-0.20781934261322021,1.0
550,0.2288876175880432,-0.1965063512325287,-0.1965063512325287,1.0
600,0.1695292890071869,-0.1837422251701355,-0.1837422251701355,1.0
650,0.17805135250091553,-0.17110858857631683,-0.17110858857631683,1.0
700,0.20453983545303345,-0.15851464867591858,-0.15851464867591858,1.0
750,0.09904570877552032,-0.1552552878856659,-0.1552552878856659,1.0
800,0.1310412883758545,-0.14523689448833466,-0.14523689448833466,1.0
850,0.1339443027973175,-0.14037109911441803,-0.14037109911441803,1.0
900,0.13993266224861145,-0.13491025567054749,-0.13491025567054749,1.0
950,0.10877448320388794,-0.1293860673904419,-0.1293860673904419,1.0
1000,0.12602545320987701,-0.12543198466300964,-0.12543198466300964,1.0
1050,0.12988990545272827,-0.12371471524238586,-0.12371471524238586,1.0
1100,0.11317174136638641,-0.11930062621831894,-0.11930062621831894,1.0
1150,0.10146410763263702,-0.11171343177556992,-0.11171343177556992,1.0
1200,0.1033446341753006,-0.10701172053813934,-0.10701172053813934,1.0
1250,0.10091738402843475,-0.10218702256679535,-0.10218702256679535,1.0
1300,0.0916910320520401,-0.09760737419128418,-0.09760737419128418,1.0
1350,0.09281039237976074,-0.09279437363147736,-0.09279437363147736,1.0
1400,0.0818401426076889,-0.0883207768201828,-0.0883207768201828,1.0
1450,0.07069259881973267,-0.08548801392316818,-0.08548801392316818,1.0
