step,train_loss,null_weight_min,final_metric,best_metric,wall_clock_time_sec,step_time_sec,peak_memory_mb,nan_inf_count
1,0.0,0.9009870886802673,1.0,1.0,0.00034308433532714844,0.00034308433532714844,0.0,0.0
