step,train_loss,train_accuracy,wall_clock_time_sec,val_accuracy,val_loss,val_ece,val_brier,val_support_evidence_corr,val_conflict_corr
1,0.6924833059310913,0.5234375,0.008900880813598633,,,,,,
2,0.6931754350662231,0.5078125,0.017229795455932617,,,,,,
3,0.6921577453613281,0.5234375,0.026261091232299805,,,,,,
4,0.6967036724090576,0.4609375,0.03440284729003906,,,,,,
5,0.6945823431015015,0.484375,0.04269289970397949,,,,,,
6,0.6901015043258667,0.5703125,0.05147290229797363,,,,,,
7,0.6952376961708069,0.4609375,0.06258487701416016,,,,,,
8,0.6927200555801392,0.515625,0.07668685913085938,,,,,,
9,0.6916243433952332,0.546875,0.08468389511108398,,,,,,
10,0.693906307220459,0.484375,0.09324407577514648,0.46875,0.6944244503974915,0.040053486824035645,0.5012770891189575,0.04092252999544144,0.0007115103653632104
11,0.6902706027030945,0.5859375,0.10619401931762695,,,,,,
12,0.6960800886154175,0.4296875,0.11344695091247559,,,,,,
13,0.6915408968925476,0.546875,0.12167000770568848,,,,,,
14,0.6915154457092285,0.546875,0.13049793243408203,,,,,,
15,0.6920734643936157,0.53125,0.14062809944152832,,,,,,
16,0.6888020634651184,0.6015625,0.14986300468444824,,,,,,
17,0.6959074139595032,0.453125,0.1584610939025879,,,,,,
18,0.6965287327766418,0.4453125,0.16497397422790527,,,,,,
19,0.6892504692077637,0.578125,0.17318105697631836,,,,,,
20,0.6922469735145569,0.5234375,0.18024611473083496,0.5546875,0.6903262138366699,0.039903879165649414,0.4971797466278076,0.004953448660671711,-0.05764703080058098
21,0.6931604743003845,0.5078125,0.19292402267456055,,,,,,
22,0.6931684017181396,0.5078125,0.20000791549682617,,,,,,
23,0.6960631608963013,0.4609375,0.20648193359375,,,,,,
24,0.6945385932922363,0.484375,0.21583175659179688,,,,,,
25,0.6958351731300354,0.4609375,0.22325801849365234,,,,,,
26,0.6901423335075378,0.5625,0.23112988471984863,,,,,,
27,0.6922448873519897,0.5234375,0.23862886428833008,,,,,,
28,0.6907585263252258,0.5546875,0.24719905853271484,,,,,,
29,0.6954776048660278,0.4609375,0.25493693351745605,,,,,,
30,0.6985499262809753,0.3984375,0.26322102546691895,0.5,0.6934195756912231,0.011596500873565674,0.500272274017334,-0.036900389939546585,-0.0015749431913718581
31,0.6959204077720642,0.4453125,0.27336788177490234,,,,,,
32,0.6972306966781616,0.40625,0.2812330722808838,,,,,,
33,0.6926717162132263,0.515625,0.2892618179321289,,,,,,
34,0.6942638754844666,0.4609375,0.2961089611053467,,,,,,
35,0.6936711668968201,0.4765625,0.30278897285461426,,,,,,
36,0.6932511329650879,0.4921875,0.30982398986816406,,,,,,
37,0.6926977038383484,0.6171875,0.315950870513916,,,,,,
38,0.6931391954421997,0.4921875,0.3239409923553467,,,,,,
39,0.693236231803894,0.4375,0.33144187927246094,,,,,,
40,0.6931546926498413,0.5390625,0.3390929698944092,0.53515625,0.693058431148529,0.0336376428604126,0.49991127848625183,0.08207938075065613,0.1286267638206482
