step,train_loss,final_metric,best_metric,message_norm_mean,update_norm_mean,wall_clock_time_sec,step_time_sec,peak_memory_mb,nan_inf_count
1,0.0,1.0,1.0,0.046157971024513245,1.2118157148361206,0.0011870861053466797,0.0011870861053466797,0.0,0.0
