step,next_token_loss,train_loss,token_accuracy,char_accuracy,perplexity,bits_per_char,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,tokens_per_sec,peak_memory_mb,corruption_resistance_corr,warmup_eta,responsibility_temperature,ambiguity_weight,null_threshold,attractor_entropy_weight,precision_update_threshold
1,4.470788478851318,4.470788478851318,0.0,0.0,87.42562910398524,6.449984367302309,0.001,0.24334599077701569,0.00339508056640625,0.0064198970794677734,63621.465168539326,0.0,nan,0.02,nan,nan,nan,nan,nan
2,4.444055080413818,4.444055080413818,0.0,0.0,85.1194088283725,6.411416225950419,0.001,0.2085341215133667,0.0009260177612304688,0.009030818939208984,206259.54273944386,0.0,nan,0.04,nan,nan,nan,nan,nan
3,4.427976608276367,4.427976608276367,0.0,0.0,83.76176247251448,6.388219893932647,0.001,0.2306191325187683,0.0009579658508300781,0.01169896125793457,224433.887506222,0.0,nan,0.06,nan,nan,nan,nan,nan
4,4.442546844482422,4.442546844482422,0.0034246575087308884,0.0034246575087308884,84.9911254426422,6.409240301451703,0.001,0.22402265667915344,0.0010259151458740234,0.014448881149291992,284623.92935161514,0.0,nan,0.08,nan,nan,nan,nan,nan
5,4.420158863067627,4.420158863067627,0.009302325546741486,0.009302325546741486,83.1094873377699,6.3769412716890645,0.001,0.21101127564907074,0.0007810592651367188,0.016957998275756836,275267.2039072039,0.0,nan,0.1,nan,nan,nan,nan,nan
6,4.419198036193848,4.419198036193848,0.0034602077212184668,0.0034602077212184668,83.02967185943841,6.37555509152311,0.001,0.21487833559513092,0.0013451576232910156,0.0201108455657959,214844.7103863878,0.0,nan,0.12,nan,nan,nan,nan,nan
7,4.420992374420166,4.420992374420166,0.004975124262273312,0.004975124262273312,83.17878891678384,6.378143774383897,0.001,0.25816017389297485,0.0011322498321533203,0.023432016372680664,177522.65824384082,0.0,nan,0.14,nan,nan,nan,nan,nan
8,4.392867088317871,4.392867088317871,0.023148147389292717,0.023148147389292717,80.87195394066873,6.337567563600533,0.001,0.2298838347196579,0.0008299350738525391,0.026012897491455078,260261.32260844586,0.0,nan,0.16,nan,nan,nan,nan,nan
9,4.386193752288818,4.386193752288818,0.016393441706895828,0.016393441706895828,80.33406496978894,6.327939974805233,0.001,0.25597208738327026,0.0007891654968261719,0.028355836868286133,231890.52326283988,0.0,nan,0.18,nan,nan,nan,nan,nan
10,4.386474132537842,4.386474132537842,0.028340080752968788,0.028340080752968788,80.35659221287968,6.328344478000062,0.001,0.2546089291572571,0.0008409023284912109,0.031047821044921875,293732.0918627729,0.0,nan,0.2,nan,nan,nan,nan,nan
11,4.378740310668945,4.378740310668945,0.0670103058218956,0.0670103058218956,79.73752560378486,6.317186931542687,0.001,0.2207929939031601,0.0007028579711914062,0.03337597846984863,276015.9348710991,0.0,nan,0.22,nan,nan,nan,nan,nan
12,4.365481376647949,4.365481376647949,0.054054055362939835,0.054054055362939835,78.68726904020268,6.298058333183121,0.001,0.22681693732738495,0.0009059906005859375,0.03618192672729492,285874.9305263158,0.0,nan,0.24,nan,nan,nan,nan,nan
13,4.35903263092041,4.35903263092041,0.0717703327536583,0.0717703327536583,78.18146749580973,6.288754759702047,0.001,0.30253514647483826,0.0012979507446289062,0.039650678634643555,161023.05951506246,0.0,nan,0.26,nan,nan,nan,nan,nan
14,4.345096111297607,4.345096111297607,0.08771929889917374,0.08771929889917374,77.09944725113516,6.268648611954978,0.001,0.26464658975601196,0.0007088184356689453,0.04222893714904785,321662.0625630676,0.0,nan,0.28,nan,nan,nan,nan,nan
15,4.339965343475342,4.339965343475342,0.1111111119389534,0.1111111119389534,76.70488096763226,6.2612464786618425,0.001,0.30419987440109253,0.0008859634399414062,0.04493379592895508,233643.95263724434,0.0,nan,0.3,nan,nan,nan,nan,nan
