step,train_loss,train_accuracy,wall_clock_time_sec,val_accuracy,val_loss,val_ece,val_brier,val_support_evidence_corr,val_conflict_corr
1,0.6614019870758057,0.953125,0.007119178771972656,,,,,,
2,0.6453489065170288,0.9765625,0.01530909538269043,,,,,,
3,0.6321596503257751,0.9609375,0.020862102508544922,,,,,,
4,0.6150705218315125,0.9609375,0.026242971420288086,,,,,,
5,0.59865802526474,0.9453125,0.03204202651977539,,,,,,
6,0.5738588571548462,0.953125,0.03750014305114746,,,,,,
7,0.5391206741333008,0.9765625,0.04474306106567383,,,,,,
8,0.5071765184402466,0.9765625,0.050785064697265625,,,,,,
9,0.5055111050605774,0.9140625,0.05587911605834961,,,,,,
10,0.45350462198257446,0.9453125,0.06048297882080078,0.96484375,0.400655597448349,0.2764406204223633,0.2201773077249527,-0.28246691823005676,0.45255789160728455
11,0.39772236347198486,0.96875,0.06987214088439941,,,,,,
12,0.39164385199546814,0.9296875,0.07622504234313965,,,,,,
13,0.3835281431674957,0.90625,0.08311915397644043,,,,,,
14,0.29395607113838196,0.953125,0.08954000473022461,,,,,,
15,0.27258047461509705,0.9453125,0.09525227546691895,,,,,,
16,0.2313200682401657,0.953125,0.10142827033996582,,,,,,
17,0.16139045357704163,0.9765625,0.10846304893493652,,,,,,
18,0.2097591757774353,0.9453125,0.11575913429260254,,,,,,
19,0.18155375123023987,0.953125,0.12212109565734863,,,,,,
20,0.08861814439296722,0.984375,0.12752103805541992,0.9609375,0.15808255970478058,0.008955121040344238,0.07419632375240326,0.1663050353527069,0.6564248204231262
21,0.23289898037910461,0.9375,0.13678503036499023,,,,,,
22,0.18780063092708588,0.953125,0.1440281867980957,,,,,,
23,0.10314171761274338,0.9765625,0.15091919898986816,,,,,,
24,0.3243768513202667,0.921875,0.1579911708831787,,,,,,
25,0.17047089338302612,0.9609375,0.16434407234191895,,,,,,
26,0.2016044408082962,0.953125,0.1708381175994873,,,,,,
27,0.26065948605537415,0.9375,0.17591404914855957,,,,,,
28,0.18875752389431,0.953125,0.1816120147705078,,,,,,
29,0.2566338777542114,0.9375,0.18701505661010742,,,,,,
30,0.15698330104351044,0.9609375,0.19312095642089844,0.95703125,0.16505712270736694,0.02837914228439331,0.08127526193857193,0.5159392952919006,0.6507019400596619
31,0.15226437151432037,0.9609375,0.2025279998779297,,,,,,
32,0.2185520976781845,0.9375,0.2094593048095703,,,,,,
33,0.11101362854242325,0.96875,0.21582508087158203,,,,,,
34,0.14362463355064392,0.9609375,0.2216050624847412,,,,,,
35,0.1904769092798233,0.9375,0.22725510597229004,,,,,,
36,0.15335236489772797,0.953125,0.23470115661621094,,,,,,
37,0.19368016719818115,0.921875,0.24131298065185547,,,,,,
38,0.10478580743074417,0.9609375,0.2480640411376953,,,,,,
39,0.15799231827259064,0.953125,0.25652289390563965,,,,,,
40,0.101174496114254,0.96875,0.26457905769348145,0.92578125,0.15025368332862854,0.06290267407894135,0.08530604094266891,0.666533350944519,0.6152119040489197
