accuracy,nll,brier,ece,group0_accuracy,group1_accuracy,worst_group_accuracy,group_accuracy_gap,group0_nll,group1_nll,worst_group_nll,group_nll_gap,group0_positive_rate,group1_positive_rate,positive_rate_gap,uncertainty_error_auc,resistance_error_auc,resistance_mean,energy_error_auc,diag_edge_drive_mean,diag_edge_drive_std,diag_edge_resistance_mean,diag_edge_resistance_std,diag_edge_energy_mean,diag_edge_energy_std,diag_edge_output_mean,diag_edge_output_std
0.4384765625,0.6987664699554443,0.5056151151657104,0.08293849229812622,0.45454543828964233,0.4231136441230774,0.4231136441230774,0.03143179416656494,0.6980791687965393,0.6994234323501587,0.6994234323501587,0.0013442635536193848,0.6563436388969421,0.7402101159095764,0.08386647701263428,0.510941207408905,0.5413527488708496,0.24973446130752563,0.43131983280181885,-0.006918285507708788,0.12095148861408234,0.24973979592323303,0.2853318750858307,-0.0076142894104123116,0.014737590216100216,-0.00038432306610047817,0.08181992173194885
0.4951171875,0.758650541305542,0.55965656042099,0.1732088178396225,0.4735264480113983,0.515759289264679,0.4735264480113983,0.04223284125328064,0.779201328754425,0.7390025854110718,0.779201328754425,0.04019874334335327,0.31568431854248047,0.3151862323284149,0.0004980862140655518,0.5571963787078857,0.38526108860969543,0.27861282229423523,0.4376218318939209,-0.020523060113191605,0.15231476724147797,0.2783752679824829,0.36377304792404175,-0.022763751447200775,0.04352577403187752,-0.008312028832733631,0.14785528182983398
0.44091796875,0.9906934499740601,0.7361898422241211,0.33683955669403076,0.4475524425506592,0.4345749616622925,0.4345749616622925,0.0129774808883667,0.9991819262504578,0.9825779795646667,0.9991819262504578,0.016603946685791016,0.4315684139728546,0.4517669379711151,0.020198523998260498,0.5261752605438232,0.38562965393066406,0.31740841269493103,0.3900274336338043,-0.01206996850669384,0.21516680717468262,0.31694307923316956,0.4210236072540283,-0.03523802012205124,0.07521214336156845,-0.006609511561691761,0.21134580671787262
0.42919921875,1.1978905200958252,0.8434938192367554,0.4085026681423187,0.43256741762161255,0.42597898840904236,0.42597898840904236,0.00658842921257019,1.2076257467269897,1.1885831356048584,1.2076257467269897,0.019042611122131348,0.4645354449748993,0.4450811743736267,0.019454270601272583,0.5331307053565979,0.37688931822776794,0.3616800904273987,0.38163459300994873,0.01812659576535225,0.2935338318347931,0.3611169457435608,0.4688628613948822,-0.03633178025484085,0.09428340196609497,-0.005901283584535122,0.2635757029056549
0.4404296875,1.3380566835403442,0.8851351737976074,0.4274723529815674,0.43856143951416016,0.44221585988998413,0.43856143951416016,0.0036544203758239746,1.347408413887024,1.329115867614746,1.347408413887024,0.018292546272277832,0.4625374376773834,0.4345749616622925,0.027962476015090942,0.5260357856750488,0.37661218643188477,0.40531814098358154,0.38160496950149536,0.04981799051165581,0.36723488569259644,0.4045778512954712,0.5237427353858948,-0.03315230831503868,0.11194038391113281,-0.006062484811991453,0.30753573775291443
0.4267578125,1.4520399570465088,0.9222623705863953,0.450558066368103,0.42957040667533875,0.42406877875328064,0.42406877875328064,0.0055016279220581055,1.4479697942733765,1.4559311866760254,1.4559311866760254,0.007961392402648926,0.5294705033302307,0.49283668398857117,0.036633819341659546,0.5236853957176208,0.3804864287376404,0.4308462142944336,0.3851040303707123,0.10307907313108444,0.4372580349445343,0.429004430770874,0.5487840175628662,-0.022267170250415802,0.13060609996318817,-0.004195667803287506,0.34454622864723206
0.43212890625,1.5236890316009521,0.9286484718322754,0.4545276463031769,0.4345654249191284,0.4297994375228882,0.4297994375228882,0.004765987396240234,1.5273953676223755,1.520145297050476,1.5273953676223755,0.007250070571899414,0.48851147294044495,0.4966571033000946,0.008145630359649658,0.5341688990592957,0.3785446882247925,0.465256929397583,0.3803313970565796,0.1311168074607849,0.5044646263122559,0.4628632068634033,0.5979991555213928,-0.01566205732524395,0.16175976395606995,-0.004811031743884087,0.38083577156066895
0.45849609375,1.5839927196502686,0.9104915857315063,0.43773704767227173,0.4535464346408844,0.4632282555103302,0.4535464346408844,0.0096818208694458,1.5759145021438599,1.5917158126831055,1.5917158126831055,0.015801310539245605,0.4475524425506592,0.40783190727233887,0.03972053527832031,0.527560830116272,0.3829246759414673,0.5136983394622803,0.4035401940345764,0.135970339179039,0.5658098459243774,0.5115185379981995,0.6763013005256653,-0.013644441962242126,0.19811753928661346,-0.006354663521051407,0.41712915897369385
0.46044921875,1.5273346900939941,0.8916311264038086,0.4263588786125183,0.47252747416496277,0.44890162348747253,0.44890162348747253,0.023625850677490234,1.5179736614227295,1.5362845659255981,1.5362845659255981,0.018310904502868652,0.4345654249191284,0.47755491733551025,0.042989492416381836,0.5280048847198486,0.3799302279949188,0.5217517614364624,0.459072083234787,0.17092162370681763,0.599797785282135,0.5176615118980408,0.6735087037086487,-0.001506265252828598,0.21865807473659515,-0.006033003330230713,0.44136637449264526
0.4609375,1.5443761348724365,0.8838163018226624,0.42489907145500183,0.46653345227241516,0.45558738708496094,0.45558738708496094,0.010946065187454224,1.511313796043396,1.5759859085083008,1.5759859085083008,0.06467211246490479,0.47252747416496277,0.46895891427993774,0.0035685598850250244,0.5286256670951843,0.38219553232192993,0.5427608489990234,0.5158725380897522,0.19204959273338318,0.6463471055030823,0.5386296510696411,0.7121821641921997,0.009407173842191696,0.24835564196109772,-0.00532028591260314,0.47899696230888367
0.458984375,1.6650569438934326,0.9181927442550659,0.43264496326446533,0.46653345227241516,0.4517669379711151,0.4517669379711151,0.014766514301300049,1.640565037727356,1.688472867012024,1.688472867012024,0.04790782928466797,0.5044955015182495,0.5186246633529663,0.014129161834716797,0.48924458026885986,0.4023350477218628,0.5503584146499634,0.5600631833076477,0.22369098663330078,0.6892614960670471,0.545576810836792,0.7369076013565063,0.02425629459321499,0.27927738428115845,-0.003189378883689642,0.5150768756866455
0.4658203125,1.5534725189208984,0.8768532276153564,0.4116121530532837,0.4735264480113983,0.4584527313709259,0.4584527313709259,0.015073716640472412,1.5248652696609497,1.5808228254318237,1.5808228254318237,0.05595755577087402,0.45554444193840027,0.4546322822570801,0.0009121596813201904,0.5050801038742065,0.39593705534935,0.5683537721633911,0.5696528553962708,0.21840520203113556,0.6962946653366089,0.5652711391448975,0.7548322081565857,0.021750163286924362,0.29238390922546387,-0.004921668209135532,0.516857385635376
0.4736328125,1.5988839864730835,0.8770724534988403,0.4081611633300781,0.48351648449897766,0.46418339014053345,0.46418339014053345,0.019333094358444214,1.5702416896820068,1.6262677907943726,1.6262677907943726,0.05602610111236572,0.48351648449897766,0.4565424919128418,0.026973992586135864,0.49377045035362244,0.4002103805541992,0.5752823352813721,0.5823240876197815,0.2386760115623474,0.7276060581207275,0.5719956159591675,0.7878120541572571,0.033147092908620834,0.3191617727279663,-0.004148386884480715,0.5492817163467407
0.470703125,1.5926733016967773,0.8758873343467712,0.4103879928588867,0.4795204699039459,0.46227315068244934,0.46227315068244934,0.017247319221496582,1.566050410270691,1.6181267499923706,1.6181267499923706,0.05207633972167969,0.49150848388671875,0.479465126991272,0.012043356895446777,0.502781867980957,0.40614041686058044,0.5865361094474792,0.5829578638076782,0.24371537566184998,0.7436553239822388,0.5821146965026855,0.7939046621322632,0.03662596642971039,0.3367815315723419,-0.004324835725128651,0.5692660808563232
