drive_mean,drive_std,resistance_mean,resistance_std,energy_mean,energy_std
0.0049982997588813305,0.1768324375152588,0.24991098046302795,0.25444942712783813,-0.007115004118531942,0.019519226625561714
0.010941583663225174,0.1789257824420929,0.2502823770046234,0.25010254979133606,-0.006537225097417831,0.018290897831320763
0.010603188537061214,0.1847212165594101,0.2505326569080353,0.27889132499694824,-0.006586666218936443,0.018779847770929337
0.008782167918980122,0.18334586918354034,0.2508098781108856,0.3474392592906952,-0.006747994106262922,0.01984596811234951
0.007883261889219284,0.18240045011043549,0.2509061098098755,0.3691496253013611,-0.006818549241870642,0.020366722717881203
0.006872233469039202,0.18041281402111053,0.25101450085639954,0.3804691433906555,-0.006870950572192669,0.020654156804084778
0.006840476766228676,0.17997437715530396,0.25108277797698975,0.40371641516685486,-0.006831509061157703,0.020928600803017616
0.006749344523996115,0.17928430438041687,0.2512284219264984,0.4229350686073303,-0.0068124327808618546,0.021153705194592476
0.006464417092502117,0.17768622934818268,0.2513180375099182,0.45830151438713074,-0.006779024377465248,0.021568652242422104
0.006091393530368805,0.1763550341129303,0.2513377070426941,0.48118945956230164,-0.006754586007446051,0.021782487630844116
0.005689987447112799,0.17474578320980072,0.2513847053050995,0.5053216814994812,-0.006722697056829929,0.0220461618155241
0.004755069501698017,0.17211773991584778,0.2514788806438446,0.5410407185554504,-0.006719354074448347,0.022434484213590622
0.003778743324801326,0.16971546411514282,0.25161874294281006,0.5711503028869629,-0.006732342764735222,0.022792479023337364
0.002749774605035782,0.16757482290267944,0.251798540353775,0.5843938589096069,-0.006785954348742962,0.02296615205705166
0.0025404999032616615,0.16691482067108154,0.25194916129112244,0.5905457735061646,-0.006777986418455839,0.023045916110277176
0.002470731735229492,0.16677908599376678,0.25201088190078735,0.5839187502861023,-0.006773010827600956,0.02296260930597782
0.0026948305312544107,0.16704434156417847,0.252045214176178,0.5778601169586182,-0.006735782139003277,0.02286420576274395
0.00307967490516603,0.16760441660881042,0.2520269751548767,0.5699538588523865,-0.00667843222618103,0.022736432030797005
0.003082319861277938,0.16758842766284943,0.2520579397678375,0.5753005146980286,-0.006636463571339846,0.022763952612876892
0.003252164227887988,0.16777817904949188,0.2520802319049835,0.5789722800254822,-0.006581446155905724,0.022750839591026306
0.0033142766915261745,0.16806727647781372,0.2520245313644409,0.57148677110672,-0.006547823082655668,0.022627580910921097
0.003345540491864085,0.16823703050613403,0.25201600790023804,0.5643938183784485,-0.006527269259095192,0.022528599947690964
0.0034081193152815104,0.16818124055862427,0.2520434558391571,0.5628244280815125,-0.006498692091554403,0.022472389042377472
0.0033567529171705246,0.16801610589027405,0.2520693242549896,0.5647850036621094,-0.006476511247456074,0.022464852780103683
0.003528153756633401,0.16801553964614868,0.25215309858322144,0.5738700032234192,-0.006429842673242092,0.022518938407301903
