step,train_loss,train_accuracy,wall_clock_time_sec,val_accuracy,val_loss,val_ece,val_brier,val_support_evidence_corr,val_conflict_corr
1,0.672659695148468,0.953125,0.007197856903076172,,,,,,
2,0.6668639779090881,0.9453125,0.01625204086303711,,,,,,
3,0.6614588499069214,0.9296875,0.02587103843688965,,,,,,
4,0.6535705327987671,0.9375,0.03776288032531738,,,,,,
5,0.645094633102417,0.9375,0.04886007308959961,,,,,,
6,0.6319772601127625,0.9609375,0.05890703201293945,,,,,,
7,0.6207318902015686,0.953125,0.0695641040802002,,,,,,
8,0.6078804135322571,0.9453125,0.07965469360351562,,,,,,
9,0.5857474207878113,0.96875,0.08838009834289551,,,,,,
10,0.5675460696220398,0.9609375,0.09817004203796387,0.94921875,0.5479239821434021,0.360843300819397,0.3562334179878235,0.2948879897594452,0.14266861975193024
11,0.535573422908783,0.984375,0.10966706275939941,,,,,,
12,0.520280659198761,0.953125,0.11755800247192383,,,,,,
13,0.47830501198768616,0.9765625,0.12845301628112793,,,,,,
14,0.44069811701774597,0.9765625,0.13851475715637207,,,,,,
15,0.399383544921875,0.9765625,0.14715313911437988,,,,,,
16,0.359702467918396,0.96875,0.1576700210571289,,,,,,
17,0.3353462815284729,0.9453125,0.17484593391418457,,,,,,
18,0.3338591158390045,0.9140625,0.1830587387084961,,,,,,
19,0.2770845890045166,0.9296875,0.1975090503692627,,,,,,
20,0.22474871575832367,0.9453125,0.20777487754821777,0.96484375,0.16343902051448822,0.04590301215648651,0.0701582059264183,0.5096544027328491,0.22805723547935486
21,0.18931785225868225,0.953125,0.23861384391784668,,,,,,
22,0.15513402223587036,0.9609375,0.2542257308959961,,,,,,
23,0.13009512424468994,0.96875,0.2649240493774414,,,,,,
24,0.31540918350219727,0.9140625,0.272244930267334,,,,,,
25,0.07590111345052719,0.984375,0.28074097633361816,,,,,,
26,0.16200199723243713,0.9609375,0.29222893714904785,,,,,,
27,0.23534390330314636,0.9453125,0.30129098892211914,,,,,,
28,0.0727519690990448,0.984375,0.31044602394104004,,,,,,
29,0.04449373483657837,0.9921875,0.3225109577178955,,,,,,
30,0.08005538582801819,0.984375,0.3349030017852783,0.9609375,0.17674177885055542,0.03183788061141968,0.07616148889064789,0.736392080783844,0.3418852388858795
31,0.3727223873138428,0.9140625,0.3502497673034668,,,,,,
32,0.205194354057312,0.953125,0.36501193046569824,,,,,,
33,0.1374875158071518,0.96875,0.3796520233154297,,,,,,
34,0.25774314999580383,0.9375,0.3894917964935303,,,,,,
35,0.16532649099826813,0.9609375,0.4069490432739258,,,,,,
36,0.17714548110961914,0.953125,0.42102694511413574,,,,,,
37,0.10817653685808182,0.96875,0.43290209770202637,,,,,,
38,0.1279727965593338,0.9609375,0.4496028423309326,,,,,,
39,0.2503416836261749,0.921875,0.4617609977722168,,,,,,
40,0.2605264484882355,0.8984375,0.47446584701538086,0.94921875,0.13628119230270386,0.034840796142816544,0.08031310141086578,0.7145571708679199,0.471743643283844
