step,train_loss,train_accuracy,top1_accuracy,top5_accuracy,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,examples_per_sec,peak_memory_mb
38,1.3233649730682373,0.8125,0.8125,1.0,0.001,0.709507167339325,0.01027679443359375,2.679893970489502,6227.62286562732,96.1640625
39,1.3784724473953247,0.765625,0.765625,1.0,0.001,0.8588146567344666,0.009917259216308594,2.7214908599853516,6453.395903452255,96.1640625
40,1.3334370851516724,0.8125,0.8125,1.0,0.001,0.9648440480232239,0.00944066047668457,2.7641279697418213,6779.1867060635905,96.1640625
41,1.31732177734375,0.828125,0.828125,1.0,0.001,0.786323606967926,0.009418010711669922,2.8037238121032715,6795.490253658043,96.1640625
42,1.3090174198150635,0.8125,0.8125,1.0,0.001,0.9630103707313538,0.0078067779541015625,2.8433985710144043,8198.00439775226,96.1640625
43,1.3083946704864502,0.75,0.75,1.0,0.001,0.8384867310523987,0.00855398178100586,2.8807287216186523,7481.895757846034,96.1640625
44,1.3047785758972168,0.828125,0.828125,1.0,0.001,0.7844070196151733,0.013896465301513672,2.925964117050171,4605.487698589713,96.1640625
45,1.3716713190078735,0.671875,0.671875,1.0,0.001,0.8316341638565063,0.016449451446533203,2.9786393642425537,3890.707249905789,96.1640625
46,1.2871060371398926,0.828125,0.828125,1.0,0.001,0.6010269522666931,0.014320135116577148,3.0274829864501953,4469.231573514477,96.1640625
47,1.2953357696533203,0.796875,0.796875,1.0,0.001,0.5819851756095886,0.009563684463500977,3.068781614303589,6691.981552115274,96.1640625
48,1.3067485094070435,0.734375,0.734375,1.0,0.001,0.8020178079605103,0.009490013122558594,3.110161781311035,6743.931665159281,96.1640625
49,1.2831428050994873,0.8125,0.8125,1.0,0.001,0.7869728803634644,0.01097869873046875,3.1534080505371094,5829.470465601112,96.1640625
50,1.248818039894104,0.859375,0.859375,1.0,0.001,0.5404594540596008,0.007302284240722656,3.195011615753174,8764.380828000523,96.1640625
51,1.2724080085754395,0.78125,0.78125,1.0,0.001,0.7081608772277832,0.009940385818481445,3.235982656478882,6438.381886647639,96.1640625
52,1.2267217636108398,0.890625,0.890625,1.0,0.001,0.6320024132728577,0.010410785675048828,3.2788071632385254,6147.470709476481,96.1640625
53,1.2593116760253906,0.859375,0.859375,1.0,0.001,0.6340365409851074,0.010922431945800781,3.322270631790161,5859.500916790361,96.1640625
54,1.232757806777954,0.84375,0.84375,1.0,0.001,0.7113460302352905,0.01063227653503418,3.3654584884643555,6019.407018724072,96.1640625
55,1.2366551160812378,0.90625,0.90625,1.0,0.001,0.7571401000022888,0.007212400436401367,3.4052975177764893,8873.606029552742,96.1640625
56,1.2520568370819092,0.875,0.875,1.0,0.001,0.7864751815795898,0.007206916809082031,3.4427177906036377,8880.357813947334,96.1640625
57,1.2370072603225708,0.859375,0.859375,1.0,0.001,0.9386157989501953,0.011038541793823242,3.4842586517333984,5797.867254152357,96.1640625
58,1.201107382774353,0.9375,0.9375,1.0,0.001,0.6204519867897034,0.007812738418579102,3.527434825897217,8191.750007629162,96.1640625
59,1.2391879558563232,0.828125,0.828125,1.0,0.001,0.6381228566169739,0.010408639907836914,3.5691778659820557,6148.738025975216,96.1640625
60,1.1788309812545776,0.921875,0.921875,1.0,0.001,0.5577998161315918,0.008453845977783203,3.612588882446289,7570.518810987647,96.1640625
61,1.2529244422912598,0.75,0.75,1.0,0.001,0.8954569697380066,0.010316610336303711,3.6574904918670654,6203.587991957662,96.1640625
62,1.2013957500457764,0.90625,0.90625,1.0,0.001,0.680508017539978,0.008517026901245117,3.696685552597046,7514.359264339501,96.1640625
63,1.1859962940216064,0.90625,0.90625,1.0,0.001,0.9865919351577759,0.007829904556274414,3.737419366836548,8173.790566669712,96.1640625
64,1.1640574932098389,0.90625,0.90625,1.0,0.001,0.7544040083885193,0.010469675064086914,3.7786924839019775,6112.892674151162,96.1640625
65,1.1397616863250732,0.984375,0.984375,1.0,0.001,0.7832820415496826,0.010287761688232422,3.8224360942840576,6220.983916570104,96.1640625
66,1.2051335573196411,0.84375,0.84375,1.0,0.001,0.8457239270210266,0.012101888656616211,3.8659472465515137,5288.430741346362,96.1640625
67,1.175574779510498,0.859375,0.859375,1.0,0.001,0.8988139629364014,0.013995647430419922,3.916574001312256,4572.850260638479,96.1640625
68,1.1914252042770386,0.859375,0.859375,1.0,0.001,0.7129766941070557,0.013166427612304688,3.963470697402954,4860.847747356222,96.1640625
69,1.1385459899902344,0.890625,0.890625,1.0,0.001,0.7811928391456604,0.010903120040893555,4.0075719356536865,5869.879425335112,96.1640625
70,1.2214937210083008,0.796875,0.796875,1.0,0.001,0.914556622505188,0.011704206466674805,4.0542168617248535,5468.119533111976,96.1640625
71,1.1738039255142212,0.859375,0.859375,1.0,0.001,1.008715033531189,0.007002353668212891,4.093766689300537,9139.783997276132,96.1640625
72,1.1133900880813599,0.96875,0.96875,1.0,0.001,0.8913897275924683,0.010306596755981445,4.135921239852905,6209.615212010456,96.1640625
73,1.117364525794983,0.9375,0.9375,1.0,0.001,1.146133303642273,0.008535385131835938,4.177337646484375,7498.197094972067,96.1640625
74,1.1472864151000977,0.875,0.875,1.0,0.001,0.9722462892532349,0.009037017822265625,4.220515251159668,7081.982271000422,96.1640625
75,1.1228294372558594,0.9375,0.9375,1.0,0.001,1.0271275043487549,0.012897253036499023,4.267420291900635,4962.29699602551,96.1640625
76,1.1923928260803223,0.828125,0.828125,1.0,0.001,1.0469486713409424,0.013241291046142578,4.317355632781982,4833.365551514278,96.1640625
77,1.1131682395935059,0.90625,0.90625,1.0,0.001,0.8885347247123718,0.010283708572387695,4.362200975418091,6223.435791621265,96.1640625
78,1.0814374685287476,0.96875,0.96875,1.0,0.001,0.8089838027954102,0.01026010513305664,4.408006429672241,6237.75284658642,96.1640625
79,1.0912033319473267,0.9375,0.9375,1.0,0.001,0.8189524412155151,0.010662317276000977,4.45464825630188,6002.447530243063,96.1640625
80,1.0873703956604004,0.921875,0.921875,1.0,0.001,0.7358360290527344,0.007308006286621094,4.4974799156188965,8757.518465352994,96.1640625
81,1.1005489826202393,0.890625,0.890625,1.0,0.001,1.036940336227417,0.007233619689941406,4.537930250167847,8847.576005273566,96.1640625
82,1.1137654781341553,0.859375,0.859375,1.0,0.001,0.9499205350875854,0.010515213012695312,4.580066442489624,6086.419735171413,96.1640625
83,1.0779237747192383,0.921875,0.921875,1.0,0.001,0.7890844941139221,0.010112524032592773,4.62516975402832,6328.785948367323,96.1640625
84,1.1036463975906372,0.90625,0.90625,1.0,0.001,1.2359353303909302,0.010423660278320312,4.671287775039673,6139.877767612077,96.1640625
85,1.0756207704544067,0.921875,0.921875,1.0,0.001,1.3435002565383911,0.009525537490844727,4.714852571487427,6718.780967636973,96.1640625
86,1.0868359804153442,0.859375,0.859375,1.0,0.001,0.9459447860717773,0.010850191116333008,4.760473728179932,5898.513612691995,96.1640625
87,1.0473113059997559,0.9375,0.9375,1.0,0.001,0.8344621658325195,0.011089086532592773,4.805174112319946,5771.440218442949,96.1640625
88,1.0750782489776611,0.90625,0.90625,1.0,0.001,0.955076277256012,0.010033130645751953,4.849981784820557,6378.866403688037,96.1640625
89,1.053501009941101,0.921875,0.921875,1.0,0.001,1.1814323663711548,0.009447336196899414,4.89510703086853,6774.396365930599,96.1640625
90,1.0953404903411865,0.859375,0.859375,1.0,0.001,1.155924916267395,0.00993490219116211,4.940891265869141,6441.935589152868,96.1640625
91,1.005252480506897,0.9375,0.9375,1.0,0.001,0.8250919580459595,0.010512351989746094,4.986233234405518,6088.0762043001,96.1640625
92,1.083824634552002,0.875,0.875,1.0,0.001,1.0323503017425537,0.010286569595336914,5.029762029647827,6221.7048557190865,96.1640625
93,1.0571436882019043,0.890625,0.890625,1.0,0.001,1.28326416015625,0.010402679443359375,5.077790021896362,6152.261092775944,96.1640625
94,1.019062876701355,0.921875,0.921875,1.0,0.001,0.6586470007896423,0.010135173797607422,5.124955892562866,6314.64257821689,96.1640625
95,1.0176925659179688,0.90625,0.90625,1.0,0.001,0.8618535995483398,0.009193181991577148,5.170912742614746,6961.68095645634,96.1640625
96,1.013555645942688,0.921875,0.921875,1.0,0.001,0.8205035328865051,0.009645938873291016,5.214807510375977,6634.916604874191,96.1640625
97,1.0383001565933228,0.890625,0.890625,1.0,0.001,0.8998401761054993,0.010150909423828125,5.257635831832886,6304.853814355505,96.1640625
98,1.0110032558441162,0.90625,0.90625,1.0,0.001,1.0215024948120117,0.01160740852355957,5.305878162384033,5513.719954811543,96.1640625
99,0.971243143081665,0.9375,0.9375,1.0,0.001,1.28011155128479,0.010739564895629883,5.351252317428589,5959.2730824730825,96.1640625
100,0.9760556817054749,0.921875,0.921875,1.0,0.001,1.159630537033081,0.011363983154296875,5.397825479507446,5631.828130245049,96.1640625
101,1.0378220081329346,0.859375,0.859375,1.0,0.001,0.8864398002624512,0.009417295455932617,5.448580265045166,6796.006379908352,96.1640625
102,0.9537694454193115,0.96875,0.96875,1.0,0.001,1.1730161905288696,0.011437416076660156,5.49664568901062,5595.669473859752,96.1640625
103,0.9923239350318909,0.90625,0.90625,1.0,0.001,1.1259444952011108,0.010958194732666016,5.543385028839111,5840.378051433793,96.1640625
104,0.9785695672035217,0.890625,0.890625,1.0,0.001,0.9292254447937012,0.010546684265136719,5.588786363601685,6068.257889501763,96.1640625
105,1.0585418939590454,0.828125,0.828125,1.0,0.001,1.570570468902588,0.010188102722167969,5.636685371398926,6281.836937189928,96.1640625
106,0.9338808059692383,0.953125,0.953125,1.0,0.001,0.7311844229698181,0.009569644927978516,5.683702230453491,6687.813443619512,96.1640625
107,0.927686333656311,0.96875,0.96875,1.0,0.001,1.0293375253677368,0.007682323455810547,5.726796388626099,8330.812984917138,96.1640625
108,0.9265089631080627,0.96875,0.96875,1.0,0.001,0.9854094982147217,0.008885622024536133,5.769154787063599,7202.647133005984,96.1640625
109,0.947227418422699,0.921875,0.921875,1.0,0.001,0.8592066168785095,0.012653589248657227,5.8156044483184814,5057.853447138847,96.1640625
110,0.95854651927948,0.921875,0.921875,1.0,0.001,1.0618574619293213,0.011319160461425781,5.8630712032318115,5654.129581262111,96.1640625
111,0.9520276188850403,0.90625,0.90625,1.0,0.001,0.8434284329414368,0.010492801666259766,5.910548448562622,6099.419586457623,96.1640625
112,0.9066835045814514,0.921875,0.921875,1.0,0.001,1.0367869138717651,0.010547876358032227,5.957684278488159,6067.572071155715,96.1640625
113,0.9554705619812012,0.875,0.875,1.0,0.001,1.0473510026931763,0.010717153549194336,6.005063772201538,5971.734911347912,96.1640625
114,1.044561743736267,0.78125,0.78125,1.0,0.001,1.5953900814056396,0.011497259140014648,6.054558753967285,5566.544097215022,96.1640625
115,0.8975525498390198,0.9375,0.9375,1.0,0.001,1.0775916576385498,0.01073455810546875,6.102140665054321,5962.052594171997,96.1640625
116,0.901568591594696,0.9375,0.9375,1.0,0.001,1.3246997594833374,0.012906789779663086,6.153396129608154,4958.6303869954745,96.1640625
117,0.9487206935882568,0.875,0.875,1.0,0.001,0.8561602830886841,0.01253819465637207,6.203705787658691,5104.403126129038,96.1640625
118,0.936879575252533,0.875,0.875,1.0,0.001,1.0457789897918701,0.0077931880950927734,6.253015995025635,8212.300180499893,96.1640625
119,0.8931896686553955,0.953125,0.953125,1.0,0.001,1.140071988105774,0.01276850700378418,6.300992727279663,5012.332293903463,96.1640625
120,0.9132090210914612,0.921875,0.921875,1.0,0.001,0.9983125329017639,0.012925386428833008,6.353845119476318,4951.496061830188,96.1640625
121,0.9183269143104553,0.921875,0.921875,1.0,0.001,1.3646328449249268,0.012424707412719727,6.4039671421051025,5151.0267303743785,96.1640625
122,0.8778290748596191,0.921875,0.921875,1.0,0.001,1.0581817626953125,0.00837397575378418,6.449872732162476,7642.725735273183,96.1640625
123,0.9997698068618774,0.828125,0.828125,1.0,0.001,1.5549020767211914,0.011490106582641602,6.49826192855835,5570.009254456041,96.1640625
124,0.9362093210220337,0.84375,0.84375,1.0,0.001,1.8117417097091675,0.007863044738769531,6.5456178188323975,8139.340691328078,96.1640625
125,0.9016355872154236,0.859375,0.859375,1.0,0.001,1.4070308208465576,0.013895750045776367,6.5958123207092285,4605.724756790145,96.1640625
126,0.8828426599502563,0.859375,0.859375,1.0,0.001,1.7216542959213257,0.014434099197387695,6.651551723480225,4433.944863811302,96.1640625
127,0.8409750461578369,0.9375,0.9375,1.0,0.001,1.0820119380950928,0.008026599884033203,6.697632074356079,7973.488267094398,96.1640625
128,0.8669790029525757,0.890625,0.890625,1.0,0.001,1.1639801263809204,0.010610103607177734,6.744760513305664,6031.986337692688,96.1640625
129,0.8865469694137573,0.90625,0.90625,1.0,0.001,0.7965668439865112,0.010872602462768555,6.794349908828735,5886.355195930092,96.1640625
130,0.8192041516304016,0.953125,0.953125,1.0,0.001,1.3137105703353882,0.010271310806274414,6.84133243560791,6230.94765673963,96.1640625
131,0.9275442957878113,0.859375,0.859375,1.0,0.001,1.8284538984298706,0.01045370101928711,6.891854763031006,6122.233635907494,96.1640625
132,0.8188842535018921,0.9375,0.9375,1.0,0.001,0.8783782124519348,0.009481430053710938,6.940054416656494,6750.03661235164,96.1640625
133,0.8578224182128906,0.921875,0.921875,1.0,0.001,1.4349931478500366,0.012492656707763672,6.994473695755005,5123.00958051834,96.1640625
134,0.799900233745575,0.953125,0.953125,1.0,0.001,1.3196392059326172,0.01246023178100586,7.045142412185669,5136.341050859133,96.1640625
135,0.7772605419158936,0.96875,0.96875,1.0,0.001,0.9340178370475769,0.011179208755493164,7.094150543212891,5724.913220584785,96.1640625
136,0.8174338936805725,0.921875,0.921875,1.0,0.001,1.261871099472046,0.009522438049316406,7.142794132232666,6720.9678517776665,96.1640625
137,0.8970553874969482,0.828125,0.828125,1.0,0.001,1.3253743648529053,0.00969243049621582,7.190331220626831,6603.090940398002,96.1640625
138,0.8384473323822021,0.890625,0.890625,1.0,0.001,0.9170958995819092,0.010859489440917969,7.241416931152344,5893.463071924124,96.1640625
139,0.8619816899299622,0.84375,0.84375,1.0,0.001,1.6080126762390137,0.010972738265991211,7.292560577392578,5832.637072767964,96.1640625
140,0.7862394452095032,0.921875,0.921875,1.0,0.001,1.203629493713379,0.009487152099609375,7.3398826122283936,6745.965420184962,96.1640625
141,0.809240996837616,0.921875,0.921875,1.0,0.001,1.316794514656067,0.010180234909057617,7.387577056884766,6286.691866320054,96.1640625
142,0.7825887203216553,0.921875,0.921875,1.0,0.001,0.9749957323074341,0.010412216186523438,7.437105417251587,6146.626122000366,96.1640625
143,0.884061872959137,0.875,0.875,1.0,0.001,1.7846819162368774,0.009772777557373047,7.4841954708099365,6548.803513051964,96.1640625
144,0.8265488147735596,0.90625,0.90625,1.0,0.001,1.3108384609222412,0.008540868759155273,7.531999349594116,7493.38291042068,96.1640625
145,0.8584821224212646,0.875,0.875,1.0,0.001,1.7239340543746948,0.012784957885742188,7.584436893463135,5005.882739072057,96.1640625
146,0.7731014490127563,0.9375,0.9375,1.0,0.001,1.2777907848358154,0.013303995132446289,7.639934539794922,4810.585043278795,96.1640625
147,0.7910647988319397,0.90625,0.90625,1.0,0.001,1.3383337259292603,0.009761333465576172,7.689347982406616,6556.481266181428,96.1640625
148,0.733735978603363,0.953125,0.953125,1.0,0.001,1.122945785522461,0.010411739349365234,7.7382118701934814,6146.907625372109,96.1640625
149,0.7456296682357788,0.953125,0.953125,1.0,0.001,0.9740734100341797,0.01090097427368164,7.789388179779053,5871.034862866891,96.1640625
150,0.7458013296127319,0.953125,0.953125,1.0,0.001,1.2075530290603638,0.01071929931640625,7.840897083282471,5970.53950177936,96.1640625
151,0.7486293315887451,0.9375,0.9375,1.0,0.001,1.3561292886734009,0.010416269302368164,7.888087511062622,6144.234383941038,96.1640625
152,0.6682478785514832,0.984375,0.984375,1.0,0.001,0.9085479378700256,0.013965129852294922,7.9434943199157715,4582.843172738758,96.1640625
153,0.8401951789855957,0.828125,0.828125,1.0,0.001,2.2357442378997803,0.01103663444519043,7.994708061218262,5798.869240241083,96.1640625
154,0.7059775590896606,0.96875,0.96875,1.0,0.001,1.6502803564071655,0.009516239166259766,8.044350624084473,6725.345893671393,96.1640625
155,0.8090537786483765,0.890625,0.890625,1.0,0.001,1.5451911687850952,0.009195089340209961,8.092831373214722,6960.236886457334,96.1640625
156,0.7621708512306213,0.90625,0.90625,1.0,0.001,1.6505951881408691,0.009362459182739258,8.140790224075317,6835.810843158726,96.1640625
157,0.7853796482086182,0.90625,0.90625,1.0,0.001,1.2832927703857422,0.01056361198425293,8.191572904586792,6058.533775701357,96.1640625
158,0.7174521088600159,0.9375,0.9375,1.0,0.001,1.4532095193862915,0.011051416397094727,8.243836879730225,5791.112894526784,96.1640625
159,0.8075683116912842,0.859375,0.859375,1.0,0.001,1.9248002767562866,0.009736061096191406,8.292507648468018,6573.500244881967,96.1640625
160,0.7991976141929626,0.890625,0.890625,1.0,0.001,1.0329266786575317,0.012917280197143555,8.346891164779663,4954.60337030953,96.1640625
161,0.8467524647712708,0.84375,0.84375,1.0,0.001,1.6176835298538208,0.013542652130126953,8.401029348373413,4725.8099362698495,96.1640625
162,0.7236085534095764,0.921875,0.921875,1.0,0.001,1.3167554140090942,0.011634111404418945,8.454236507415771,5501.064737586327,96.1640625
163,0.7460272908210754,0.9375,0.9375,1.0,0.001,1.4722950458526611,0.009457588195800781,8.503657579421997,6767.0529393969955,96.1640625
164,0.801670253276825,0.875,0.875,1.0,0.001,1.5042160749435425,0.013347625732421875,8.555463790893555,4794.86024578451,96.1640625
165,0.6923355460166931,0.953125,0.953125,1.0,0.001,1.1752092838287354,0.013782262802124023,8.613198518753052,4643.6496618056635,96.1640625
166,0.7236098647117615,0.90625,0.90625,1.0,0.001,1.1137603521347046,0.00990605354309082,8.663428544998169,6460.695949360996,96.1640625
167,0.6517693996429443,0.96875,0.96875,1.0,0.001,0.7434306144714355,0.009151458740234375,8.716259479522705,6993.420591913297,96.1640625
168,0.7007376551628113,0.9375,0.9375,1.0,0.001,0.9623639583587646,0.008243799209594727,8.76328730583191,7763.410822222865,96.1640625
169,0.6396223306655884,0.953125,0.953125,1.0,0.001,1.3971703052520752,0.013111591339111328,8.815715789794922,4881.177146597811,96.1640625
170,0.6948376297950745,0.9375,0.9375,1.0,0.001,0.8698256611824036,0.010827064514160156,8.867630004882812,5911.112833612261,96.1640625
171,0.7478638887405396,0.875,0.875,1.0,0.001,1.2957878112792969,0.01252436637878418,8.922742366790771,5110.038948430451,96.1640625
172,0.650005578994751,0.953125,0.953125,1.0,0.001,1.2272502183914185,0.013551712036132812,8.977807521820068,4722.650527797326,96.1640625
173,0.6761635541915894,0.9375,0.9375,1.0,0.001,1.197818398475647,0.010487079620361328,9.033434629440308,6102.747601509571,96.1640625
174,0.6837478876113892,0.9375,0.9375,1.0,0.001,1.284375786781311,0.01213693618774414,9.085497856140137,5273.1594703964165,96.1640625
175,0.7432898283004761,0.875,0.875,1.0,0.001,1.30619215965271,0.01262211799621582,9.141290426254272,5070.464403770235,96.1640625
176,0.7081521153450012,0.890625,0.890625,1.0,0.001,1.6434136629104614,0.007683753967285156,9.191924095153809,8329.262008191634,96.1640625
177,0.689940333366394,0.90625,0.90625,1.0,0.001,1.201582670211792,0.00998830795288086,9.242648124694824,6407.491669451473,96.1640625
178,0.6549490094184875,0.9375,0.9375,1.0,0.001,1.0016850233078003,0.013028144836425781,9.298504114151001,4912.441548934924,96.1640625
179,0.5793485045433044,0.984375,0.984375,1.0,0.001,0.9002653956413269,0.008680582046508789,9.349923849105835,7372.777500068664,96.1640625
180,0.6756563782691956,0.90625,0.90625,1.0,0.001,1.7657520771026611,0.00980997085571289,9.398107528686523,6523.974529723424,96.1640625
181,0.662217378616333,0.921875,0.921875,1.0,0.001,1.3162665367126465,0.01097249984741211,9.450025081634521,5832.763808613272,96.1640625
182,0.6980305314064026,0.890625,0.890625,1.0,0.001,1.094911813735962,0.01403665542602539,9.508610725402832,4559.490708971703,96.1640625
183,0.6468298435211182,0.921875,0.921875,1.0,0.001,1.7285207509994507,0.010823726654052734,9.560484170913696,5912.935724040706,96.1640625
184,0.7473508715629578,0.84375,0.84375,1.0,0.001,1.6381932497024536,0.010473012924194336,9.61497974395752,6110.944430532474,96.1640625
185,0.6288101673126221,0.9375,0.9375,1.0,0.001,1.7520757913589478,0.01073455810546875,9.666340351104736,5962.052594171997,96.1640625
186,0.6052786707878113,0.9375,0.9375,1.0,0.001,0.9565001130104065,0.01147317886352539,9.722788333892822,5578.227338847097,96.1640625
187,0.6590981483459473,0.90625,0.90625,1.0,0.001,2.008613109588623,0.0104827880859375,9.775197982788086,6105.245997088792,96.1640625
188,0.5740061402320862,0.953125,0.953125,1.0,0.001,1.4604663848876953,0.01091456413269043,9.828557252883911,5863.72476463007,96.1640625
189,0.6668352484703064,0.890625,0.890625,1.0,0.001,1.2587168216705322,0.011205434799194336,9.882205963134766,5711.514202429839,96.1640625
190,0.5853029489517212,0.9375,0.9375,1.0,0.001,1.476738691329956,0.011013984680175781,9.933719396591187,5810.794354489566,96.1640625
191,0.6120700240135193,0.921875,0.921875,1.0,0.001,1.550383448600769,0.01037454605102539,9.984749555587769,6168.9446155260375,96.1640625
192,0.5880921483039856,0.9375,0.9375,1.0,0.001,2.3757243156433105,0.010864973068237305,10.039651155471802,5890.488600206271,96.1640625
193,0.6359885334968567,0.890625,0.890625,1.0,0.001,1.6297863721847534,0.010990142822265625,10.091451644897461,5823.40020826102,96.1640625
194,0.6054232716560364,0.921875,0.921875,1.0,0.001,1.049941897392273,0.011902570724487305,10.143842458724976,5376.989684113535,96.1640625
195,0.576700747013092,0.953125,0.953125,1.0,0.001,1.3694881200790405,0.007330179214477539,10.192101001739502,8731.028004553586,96.1640625
196,0.6091682314872742,0.921875,0.921875,1.0,0.001,1.4323488473892212,0.007302284240722656,10.242088556289673,8764.380828000523,96.1640625
197,0.5580206513404846,0.953125,0.953125,1.0,0.001,1.5585049390792847,0.01123189926147461,10.29434084892273,5698.056803226491,96.1640625
198,0.6454633474349976,0.890625,0.890625,1.0,0.001,2.0874135494232178,0.010465145111083984,10.347884893417358,6115.538706884768,96.1640625
199,0.6186525225639343,0.90625,0.90625,1.0,0.001,1.7539548873901367,0.010677576065063477,10.40199899673462,5993.8697331695885,96.1640625
200,0.648984432220459,0.890625,0.890625,1.0,0.001,1.4231241941452026,0.010630130767822266,10.454421043395996,6020.6220786794065,96.1640625
201,0.5606119632720947,0.9375,0.9375,1.0,0.001,2.1965572834014893,0.0108184814453125,10.507073640823364,5915.802538787024,96.1640625
