step,train_loss,train_accuracy,top1_accuracy,top5_accuracy,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,examples_per_sec,peak_memory_mb
202,0.528779923915863,0.96875,0.96875,1.0,0.001,1.1164164543151855,0.011312246322631836,10.562626361846924,5657.585432166417,96.1640625
203,0.5587604641914368,0.9375,0.9375,1.0,0.001,1.3037478923797607,0.011071205139160156,10.61869478225708,5780.761822723749,96.1640625
204,0.56475830078125,0.9375,0.9375,1.0,0.001,1.9267040491104126,0.010972976684570312,10.673815965652466,5832.510342430037,96.1640625
205,0.5281136631965637,0.953125,0.953125,1.0,0.001,0.880772054195404,0.01087641716003418,10.72670292854309,5884.290668361867,96.1640625
206,0.5097863078117371,0.96875,0.96875,1.0,0.001,1.0155187845230103,0.011009931564331055,10.780757188796997,5812.933497910306,96.1640625
207,0.6134292483329773,0.921875,0.921875,1.0,0.001,1.0908658504486084,0.010802268981933594,10.835031032562256,5924.681204202348,96.1640625
208,0.5493716597557068,0.9375,0.9375,1.0,0.001,1.8764095306396484,0.010591268539428711,10.890035629272461,6042.713369200639,96.1640625
209,0.6107995510101318,0.921875,0.921875,1.0,0.001,1.6408559083938599,0.0106658935546875,10.945695161819458,6000.434907010014,96.1640625
210,0.48500925302505493,0.984375,0.984375,1.0,0.001,1.0667651891708374,0.010984182357788086,11.000959396362305,5826.5602222656335,96.1640625
211,0.7130084037780762,0.84375,0.84375,1.0,0.001,1.2060917615890503,0.010891914367675781,11.054397821426392,5875.918395937309,96.1640625
212,0.596163272857666,0.90625,0.90625,1.0,0.001,0.7501675486564636,0.012851953506469727,11.109613180160522,4979.787700584361,96.1640625
213,0.5653820633888245,0.90625,0.90625,1.0,0.001,1.583121418952942,0.009984731674194336,11.164039373397827,6409.786671123952,96.1640625
214,0.5693804621696472,0.921875,0.921875,1.0,0.001,1.9951200485229492,0.010693788528442383,11.218336343765259,5984.782645530957,96.1640625
215,0.5509292483329773,0.921875,0.921875,1.0,0.001,1.7382878065109253,0.009569406509399414,11.273444414138794,6687.980068266188,96.1640625
216,0.5661713480949402,0.9375,0.9375,1.0,0.001,1.4511135816574097,0.01212310791015625,11.328598022460938,5279.174323473883,96.1640625
217,0.4768790602684021,0.96875,0.96875,1.0,0.001,1.077164888381958,0.00792241096496582,11.381575345993042,8078.348912094857,96.1640625
218,0.5492517352104187,0.90625,0.90625,1.0,0.001,1.5326356887817383,0.008104801177978516,11.431315898895264,7896.553980114138,96.1640625
219,0.4276961386203766,1.0,1.0,1.0,0.001,0.8351679444313049,0.011462211608886719,11.485343933105469,5583.564689242034,96.1640625
220,0.5173103213310242,0.9375,0.9375,1.0,0.001,1.1541521549224854,0.011720418930053711,11.541869640350342,5460.555666307288,96.1640625
221,0.612034261226654,0.875,0.875,1.0,0.001,1.3478121757507324,0.011634111404418945,11.600789070129395,5501.064737586327,96.1640625
222,0.43432772159576416,0.984375,0.984375,1.0,0.001,1.264801263809204,0.011162519454956055,11.6590416431427,5733.472649992525,96.1640625
223,0.5174469351768494,0.9375,0.9375,1.0,0.001,1.374369740486145,0.01123189926147461,11.719923496246338,5698.056803226491,96.1640625
224,0.6142222285270691,0.84375,0.84375,1.0,0.001,2.0530052185058594,0.010734796524047852,11.778151750564575,5961.920177679067,96.1640625
225,0.5153079032897949,0.921875,0.921875,1.0,0.001,1.4766124486923218,0.010544300079345703,11.835239171981812,6069.629991407769,96.1640625
226,0.5224316120147705,0.921875,0.921875,1.0,0.001,0.7283682823181152,0.01050567626953125,11.889924764633179,6091.944807552651,96.1640625
227,0.4927561283111572,0.921875,0.921875,1.0,0.001,1.9175763130187988,0.010442256927490234,11.945451974868774,6128.943239417325,96.1640625
228,0.560483992099762,0.890625,0.890625,1.0,0.001,2.1654603481292725,0.010914325714111328,12.00221037864685,5863.852855083228,96.1640625
229,0.4886837303638458,0.9375,0.9375,1.0,0.001,1.686186671257019,0.011047124862670898,12.057976245880127,5793.362598467681,96.1640625
230,0.5314159393310547,0.921875,0.921875,1.0,0.001,1.1617431640625,0.011018991470336914,12.115755319595337,5808.1540558668885,96.1640625
231,0.5762333869934082,0.90625,0.90625,1.0,0.001,1.8470509052276611,0.011055946350097656,12.174463748931885,5788.74010178556,96.1640625
232,0.45697295665740967,0.9375,0.9375,1.0,0.001,1.8183741569519043,0.011047840118408203,12.232465267181396,5792.987526436186,96.1640625
233,0.5053457021713257,0.890625,0.890625,1.0,0.001,1.9767966270446777,0.011264801025390625,12.289894104003906,5681.414155096512,96.1640625
234,0.5940207242965698,0.875,0.875,1.0,0.001,2.1733102798461914,0.01165461540222168,12.346977710723877,5491.386698852361,96.1640625
235,0.5726814270019531,0.90625,0.90625,1.0,0.001,1.3353149890899658,0.011026144027709961,12.403212547302246,5804.386360196337,96.1640625
236,0.445900559425354,0.921875,0.921875,1.0,0.001,2.5677146911621094,0.011267900466918945,12.461271286010742,5679.851378515054,96.1640625
237,0.5209262371063232,0.890625,0.890625,1.0,0.001,2.655019521713257,0.011243581771850586,12.517956733703613,5692.136304841069,96.1640625
238,0.5572022199630737,0.890625,0.890625,1.0,0.001,2.760223865509033,0.011362791061401367,12.575537919998169,5632.418976478734,96.1640625
239,0.5244229435920715,0.921875,0.921875,1.0,0.001,1.568349003791809,0.012195348739624023,12.633344411849976,5247.902406600067,96.1640625
240,0.40468698740005493,0.96875,0.96875,1.0,0.001,1.3026169538497925,0.014055490493774414,12.69633960723877,4553.38076094516,96.1640625
241,0.4445384442806244,0.953125,0.953125,1.0,0.001,2.146467447280884,0.010785818099975586,12.757030963897705,5933.717721435045,96.1640625
242,0.45418936014175415,0.921875,0.921875,1.0,0.001,2.0756490230560303,0.01070404052734375,12.813756227493286,5979.050605844619,96.1640625
243,0.5114943981170654,0.875,0.875,1.0,0.001,2.1296327114105225,0.010575532913208008,12.871031284332275,6051.704488581284,96.1640625
244,0.5322539806365967,0.921875,0.921875,1.0,0.001,1.7037104368209839,0.01175689697265625,12.927812099456787,5443.6132381570405,96.1640625
245,0.4424280524253845,0.953125,0.953125,1.0,0.001,1.308602213859558,0.01111292839050293,12.982879161834717,5759.058076419729,96.1640625
246,0.5812366008758545,0.890625,0.890625,1.0,0.001,1.344610333442688,0.007115364074707031,13.03782320022583,8994.620560246616,96.1640625
247,0.558102548122406,0.890625,0.890625,1.0,0.001,0.7048627734184265,0.010510921478271484,13.092680931091309,6088.904777026721,96.1640625
248,0.7407196164131165,0.78125,0.78125,1.0,0.001,1.4705259799957275,0.007155656814575195,13.145679473876953,8943.972811781561,96.1640625
249,0.4387061595916748,0.9375,0.9375,1.0,0.001,1.1369127035140991,0.01043701171875,13.200723648071289,6132.023391812865,96.1640625
250,0.48756465315818787,0.90625,0.90625,1.0,0.001,1.12742280960083,0.010555505752563477,13.258348941802979,6063.1865019312,96.1640625
251,0.43351659178733826,0.953125,0.953125,1.0,0.001,1.7931265830993652,0.009601593017578125,13.31590485572815,6665.560588001589,96.1640625
252,0.4292609691619873,0.9375,0.9375,1.0,0.001,1.1015247106552124,0.010801076889038086,13.372862577438354,5925.3350992208025,96.1640625
253,0.4598788321018219,0.90625,0.90625,1.0,0.001,1.9923956394195557,0.011008977890014648,13.4299898147583,5813.437054683271,96.1640625
254,0.46207013726234436,0.90625,0.90625,1.0,0.001,1.9745839834213257,0.011068105697631836,13.490431547164917,5782.38063029102,96.1640625
255,0.33726054430007935,0.984375,0.984375,1.0,0.001,1.2643651962280273,0.011029720306396484,13.550081968307495,5802.504344818642,96.1640625
256,0.45423203706741333,0.921875,0.921875,1.0,0.001,1.6483519077301025,0.012743711471557617,13.609920263290405,5022.084825354063,96.1640625
257,0.34260305762290955,0.984375,0.984375,1.0,0.001,1.2371180057525635,0.013540983200073242,13.674715042114258,4726.3923936966285,96.1640625
258,0.3533998429775238,0.96875,0.96875,1.0,0.001,1.4174118041992188,0.01075601577758789,13.734531164169312,5950.158620383916,96.1640625
259,0.4079883396625519,0.9375,0.9375,1.0,0.001,0.990502119064331,0.011005163192749023,13.7922043800354,5815.452154509413,96.1640625
260,0.3857950270175934,0.9375,0.9375,1.0,0.001,1.5747264623641968,0.011170148849487305,13.851352453231812,5729.55659430962,96.1640625
261,0.37877699732780457,0.953125,0.953125,1.0,0.001,0.8499518632888794,0.010964393615722656,13.909729480743408,5837.076106810472,96.1640625
262,0.5032722353935242,0.875,0.875,1.0,0.001,1.4965428113937378,0.010494232177734375,13.96698546409607,6098.588149763722,96.1640625
263,0.342149019241333,0.96875,0.96875,1.0,0.001,0.7185786962509155,0.010879278182983398,14.022765398025513,5882.743222809056,96.1640625
264,0.44264835119247437,0.921875,0.921875,1.0,0.001,1.4044008255004883,0.010995864868164062,14.079129219055176,5820.369817866435,96.1640625
265,0.3568263053894043,0.953125,0.953125,1.0,0.001,0.7522503137588501,0.009773969650268555,14.138842582702637,6548.004781070862,96.1640625
266,0.4459471106529236,0.921875,0.921875,1.0,0.001,1.3677339553833008,0.01088714599609375,14.196850776672363,5878.491941135248,96.1640625
267,0.4595722556114197,0.921875,0.921875,1.0,0.001,2.188608169555664,0.011222124099731445,14.254643201828003,5703.020161889991,96.1640625
268,0.39203232526779175,0.9375,0.9375,1.0,0.001,1.168517827987671,0.010992050170898438,14.31197452545166,5822.389727572445,96.1640625
269,0.4035293459892273,0.921875,0.921875,1.0,0.001,1.497937798500061,0.010938882827758789,14.371015071868896,5850.688869030753,96.1640625
270,0.432865709066391,0.9375,0.9375,1.0,0.001,1.467247724533081,0.010967493057250977,14.429095029830933,5835.426534205778,96.1640625
271,0.4699452221393585,0.90625,0.90625,1.0,0.001,2.7953195571899414,0.01108860969543457,14.489754676818848,5771.6884043948485,96.1640625
272,0.3935367166996002,0.9375,0.9375,1.0,0.001,0.9649429321289062,0.011007547378540039,14.547706365585327,5814.192553444952,96.1640625
273,0.3951038718223572,0.9375,0.9375,1.0,0.001,1.396087884902954,0.011850118637084961,14.606644868850708,5400.789811480192,96.1640625
274,0.3525097966194153,0.953125,0.953125,1.0,0.001,1.5771980285644531,0.010421514511108398,14.664418697357178,6141.1419551142735,96.1640625
275,0.3196772634983063,0.96875,0.96875,1.0,0.001,1.5973716974258423,0.010413646697998047,14.721792936325073,6145.781766564403,96.1640625
276,0.4132569432258606,0.921875,0.921875,1.0,0.001,2.1935789585113525,0.010715723037719727,14.780112743377686,5972.532117031928,96.1640625
277,0.3735305666923523,0.953125,0.953125,1.0,0.001,0.6266759634017944,0.011898040771484375,14.844193696975708,5379.036870791921,96.1640625
278,0.39026984572410583,0.921875,0.921875,1.0,0.001,2.7654869556427,0.01142740249633789,14.906881332397461,5600.572835384936,96.1640625
279,0.3402256965637207,0.984375,0.984375,1.0,0.001,1.5907903909683228,0.010834932327270508,14.96533751487732,5906.820464297502,96.1640625
280,0.5199435353279114,0.875,0.875,1.0,0.001,1.3878308534622192,0.010442256927490234,15.02517819404602,6128.943239417325,96.1640625
281,0.32035455107688904,0.953125,0.953125,1.0,0.001,1.243778944015503,0.012366294860839844,15.086477994918823,5175.357754299375,96.1640625
282,0.46627968549728394,0.921875,0.921875,1.0,0.001,2.1247105598449707,0.013420820236206055,15.150233030319214,4768.710024693112,96.1640625
283,0.3820722997188568,0.921875,0.921875,1.0,0.001,2.256225824356079,0.011520624160766602,15.210990905761719,5555.254568407111,96.1640625
284,0.4535602331161499,0.90625,0.90625,1.0,0.001,0.8957214951515198,0.010599613189697266,15.270138263702393,6037.956183364074,96.1640625
285,0.40996459126472473,0.90625,0.90625,1.0,0.001,2.298046112060547,0.011030912399291992,15.32998251914978,5801.877277541228,96.1640625
286,0.3910340368747711,0.921875,0.921875,1.0,0.001,1.164624810218811,0.00921487808227539,15.38697361946106,6945.289935316947,96.1640625
287,0.4001445174217224,0.921875,0.921875,1.0,0.001,3.054863691329956,0.009604454040527344,15.4443838596344,6663.5750173766255,96.1640625
288,0.31155744194984436,0.953125,0.953125,1.0,0.001,0.8476001620292664,0.010426521301269531,15.502938032150269,6138.192993688832,96.1640625
289,0.32167401909828186,0.953125,0.953125,1.0,0.001,0.7506955862045288,0.010991573333740234,15.562480211257935,5822.642314867034,96.1640625
290,0.571907639503479,0.828125,0.828125,1.0,0.001,2.697566509246826,0.010563850402832031,15.62244701385498,6058.397038909452,96.1640625
291,0.45120054483413696,0.90625,0.90625,1.0,0.001,2.9824578762054443,0.010888338088989258,15.682316541671753,5877.848343515295,96.1640625
292,0.36723071336746216,0.921875,0.921875,1.0,0.001,0.8480193614959717,0.011163711547851562,15.743442296981812,5732.860413463181,96.1640625
293,0.42019325494766235,0.921875,0.921875,1.0,0.001,2.435046911239624,0.010594367980957031,15.803269386291504,6040.945539652534,96.1640625
294,0.26273563504219055,0.96875,0.96875,1.0,0.001,1.4077330827713013,0.00782465934753418,15.861111640930176,8179.269813217953,96.1640625
295,0.28516003489494324,0.953125,0.953125,1.0,0.001,1.6240746974945068,0.010918617248535156,15.920050144195557,5861.548082801992,96.1640625
296,0.25721704959869385,0.96875,0.96875,1.0,0.001,0.9431360960006714,0.012571573257446289,15.980318784713745,5090.850499725009,96.1640625
297,0.5591554045677185,0.828125,0.828125,1.0,0.001,3.161059856414795,0.011696338653564453,16.04701042175293,5471.797790370581,96.1640625
298,0.5771976709365845,0.84375,0.84375,1.0,0.001,1.3730418682098389,0.010599136352539062,16.1061532497406,6038.2278207666,96.1640625
299,0.4314151108264923,0.875,0.875,1.0,0.001,3.4580249786376953,0.010930538177490234,16.16427969932556,5855.1554334074945,96.1640625
300,0.35539549589157104,0.953125,0.953125,1.0,0.001,2.126293420791626,0.011278390884399414,16.2234148979187,5674.568354296586,96.1640625
