step,next_token_loss,train_loss,token_accuracy,char_accuracy,perplexity,bits_per_char,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,tokens_per_sec,peak_memory_mb
1,4.43112325668335,4.43112325668335,0.03350083529949188,0.03350083529949188,84.02574640345512,6.392759547984822,0.001,3.369846820831299,0.03594636917114258,0.08160996437072754,49824.22540293162,634.10888671875
2,4.400780200958252,4.400780200958252,0.07537155598402023,0.07537155598402023,81.51444150732243,6.348983771964806,0.001,1.3303062915802002,0.018303394317626953,0.10459613800048828,102931.7277061352,634.10888671875
3,4.3824896812438965,4.3824896812438965,0.11854103952646255,0.11854103952646255,80.03705230341015,6.322596129877624,0.001,0.7899890542030334,0.02509784698486328,0.1364123821258545,78652.16491241402,634.10888671875
4,4.374986171722412,4.374986171722412,0.1372881382703781,0.1372881382703781,79.43874104370373,6.311770853901715,0.001,0.7024918794631958,0.016575098037719727,0.1590595245361328,106786.69869535824,634.10888671875
5,4.3631367683410645,4.3631367683410645,0.16761042177677155,0.16761042177677155,78.50299432599384,6.294675778405952,0.001,0.5329933762550354,0.026623249053955078,0.1919245719909668,66333.00077015386,634.10888671875
6,4.3596882820129395,4.3596882820129395,0.16249385476112366,0.16249385476112366,78.2327440683224,6.289700664281792,0.001,0.660471498966217,0.028136253356933594,0.229109525680542,72397.69894586991,634.10888671875
7,4.350534915924072,4.350534915924072,0.18186937272548676,0.18186937272548676,77.51991847548071,6.2764951484179425,0.001,0.5590595602989197,0.023871183395385742,0.25963354110717773,74399.32786672394,634.10888671875
8,4.34108829498291,4.34108829498291,0.22167788445949554,0.22167788445949554,76.79106521065886,6.2628665552329705,0.001,0.5141343474388123,0.024710416793823242,0.295926570892334,66085.48992213656,634.10888671875
9,4.334157943725586,4.334157943725586,0.23838496208190918,0.23838496208190918,76.2607160310873,6.25286817184241,0.001,0.4737084209918976,0.0190274715423584,0.3200507164001465,95020.50737403987,634.10888671875
10,4.327116012573242,4.327116012573242,0.24150943756103516,0.24150943756103516,75.72557972706814,6.242708812690642,0.001,0.43911412358283997,0.024444103240966797,0.3527193069458008,75887.42289760646,634.10888671875
