step,train_loss,train_accuracy,wall_clock_time_sec,val_accuracy,val_loss,val_ece,val_brier,val_support_evidence_corr,val_conflict_corr
1,0.7070483565330505,0.1015625,0.0070819854736328125,,,,,,
2,0.6954131722450256,0.15625,0.013524055480957031,,,,,,
3,0.683120608329773,0.8984375,0.019832134246826172,,,,,,
4,0.6668407917022705,0.921875,0.02552509307861328,,,,,,
5,0.6530399322509766,0.875,0.03146505355834961,,,,,,
6,0.6311990022659302,0.890625,0.037576913833618164,,,,,,
7,0.5982943773269653,0.9296875,0.04377889633178711,,,,,,
8,0.5753675103187561,0.90625,0.04900312423706055,,,,,,
9,0.5353322625160217,0.9296875,0.05605792999267578,,,,,,
10,0.5077571272850037,0.9140625,0.06270194053649902,0.890625,0.48605307936668396,0.2312833070755005,0.2994057536125183,0.7762803435325623,0.020125629380345345
11,0.44491156935691833,0.953125,0.07261180877685547,,,,,,
12,0.42242687940597534,0.9296875,0.07926607131958008,,,,,,
13,0.39052194356918335,0.921875,0.08525395393371582,,,,,,
14,0.3717053234577179,0.90625,0.09102892875671387,,,,,,
15,0.3940439224243164,0.8671875,0.09736394882202148,,,,,,
16,0.321183443069458,0.90625,0.10390186309814453,,,,,,
17,0.31887656450271606,0.8984375,0.11002588272094727,,,,,,
18,0.39131179451942444,0.859375,0.11722302436828613,,,,,,
19,0.2781451940536499,0.9140625,0.12320494651794434,,,,,,
20,0.2793639898300171,0.9140625,0.12975597381591797,0.890625,0.3439665138721466,0.058642707765102386,0.19554010033607483,0.8179924488067627,0.04526885226368904
21,0.4521409869194031,0.8515625,0.1387488842010498,,,,,,
22,0.2867881655693054,0.9140625,0.14626312255859375,,,,,,
23,0.41799888014793396,0.8671875,0.15288996696472168,,,,,,
24,0.28909245133399963,0.9140625,0.15805292129516602,,,,,,
25,0.25704294443130493,0.921875,0.16516995429992676,,,,,,
26,0.2572559416294098,0.921875,0.17294597625732422,,,,,,
27,0.38696908950805664,0.8671875,0.18059802055358887,,,,,,
28,0.18168427050113678,0.9453125,0.1912388801574707,,,,,,
29,0.10544969141483307,0.9765625,0.20266199111938477,,,,,,
30,0.4359661340713501,0.828125,0.211838960647583,0.87890625,0.31029754877090454,0.09648283571004868,0.1921749860048294,0.8257206678390503,0.028883393853902817
31,0.31748390197753906,0.875,0.22215700149536133,,,,,,
32,0.24972093105316162,0.8984375,0.22919082641601562,,,,,,
33,0.15069399774074554,0.953125,0.2361159324645996,,,,,,
34,0.2804608941078186,0.8828125,0.24758100509643555,,,,,,
35,0.21271902322769165,0.9140625,0.2552981376647949,,,,,,
36,0.15761157870292664,0.953125,0.2616429328918457,,,,,,
37,0.19534163177013397,0.9453125,0.26760292053222656,,,,,,
38,0.22314339876174927,0.90625,0.27379298210144043,,,,,,
39,0.26053881645202637,0.875,0.2808809280395508,,,,,,
40,0.2879481315612793,0.859375,0.28780388832092285,0.91796875,0.22175464034080505,0.047731030732393265,0.12860219180583954,0.7732664346694946,-0.0726904347538948
