step,train_loss,final_metric,best_metric,message_norm_mean,update_norm_mean,wall_clock_time_sec,step_time_sec,peak_memory_mb,nan_inf_count
1,0.0,1.0,1.0,0.08834462612867355,1.1487970352172852,0.0007510185241699219,0.0007510185241699219,0.0,0.0
