update_gate_mean,update_gate_std,new_precision_mean,new_precision_std,old_precision_mean,old_precision_std,update_norm_mean
0.9996646046638489,5.960464477539063e-08,8.000336647033691,0.0,0.0003364063741173595,0.0,2.8274786472320557
