step,train_loss,train_accuracy,top1_accuracy,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,examples_per_sec,peak_memory_mb,early_stop_triggered,early_stop_step,completed_steps,val_loss,val_accuracy,test_loss,test_accuracy,best_eval_accuracy
1,2.2993826866149902,0.12109375,0.12109375,0.001,0.29409435391426086,1.0652940273284912,1.0755610466003418,240.30827371740426,439.5888671875,False,,1,,,,,
2,2.276580572128296,0.171875,0.171875,0.001,0.2733493447303772,0.010861873626708984,1.0879456996917725,23564.02273575175,442.89990234375,False,,2,,,,,
3,2.2685675621032715,0.2265625,0.2265625,0.001,0.22023895382881165,0.015239715576171875,1.1045434474945068,16796.111625578775,443.43017578125,False,,3,,,,,
4,2.262408971786499,0.21875,0.21875,0.001,0.26063063740730286,0.016134977340698242,1.1221349239349365,15862.6358989511,443.43017578125,False,,4,,,,,
5,2.2416751384735107,0.26953125,0.26953125,0.001,0.2357970029115677,0.015012502670288086,1.1395983695983887,17050.55775399371,443.43017578125,False,,5,,,,,
6,2.2449774742126465,0.21484375,0.21484375,0.001,0.21702274680137634,0.026638507843017578,1.1675198078155518,9607.998067200573,443.43017578125,False,,6,,,,,
7,2.232132911682129,0.3125,0.3125,0.001,0.20714569091796875,0.018055438995361328,1.1885898113250732,14176.306725462755,443.96044921875,False,,7,,,,,
8,2.233628749847412,0.29296875,0.29296875,0.001,0.2128051519393921,0.014482975006103516,1.2053418159484863,17672.144439506905,443.96044921875,False,,8,,,,,
9,2.22538685798645,0.28125,0.28125,0.001,0.2416062206029892,0.019345760345458984,1.2273666858673096,13231.242902208201,443.96044921875,False,,9,,,,,
10,2.2227675914764404,0.29296875,0.29296875,0.001,0.20358581840991974,0.023116588592529297,1.2524967193603516,11073.270535336764,443.96044921875,False,,10,,,,,
11,2.2170374393463135,0.28515625,0.28515625,0.001,0.2434006780385971,0.016233444213867188,1.2705318927764893,15767.365511975213,443.96044921875,False,,11,,,,,
12,2.20845365524292,0.27734375,0.27734375,0.001,0.23206497728824615,0.02930593490600586,1.3026766777038574,8734.579223948589,444.49072265625,False,,12,,,,,
13,2.2095444202423096,0.2734375,0.2734375,0.001,0.23394790291786194,0.019395112991333008,1.3252627849578857,13197.254507687958,444.49072265625,False,,13,,,,,
14,2.1915950775146484,0.3671875,0.3671875,0.001,0.2128065526485443,0.016473770141601562,1.3453032970428467,15537.831184429491,444.49072265625,False,,14,,,,,
15,2.1925559043884277,0.28515625,0.28515625,0.001,0.22032125294208527,0.01621079444885254,1.3652524948120117,15790.088733989205,444.49072265625,False,,15,,,,,
16,2.195645809173584,0.30078125,0.30078125,0.001,0.20178624987602234,0.01889777183532715,1.3861417770385742,13544.520012614317,444.49072265625,False,,16,,,,,
17,2.2076172828674316,0.30078125,0.30078125,0.001,0.31322360038757324,0.024384498596191406,1.4142723083496094,10495.907410484746,444.49072265625,False,,17,,,,,
