step,train_loss,final_metric,best_metric,message_norm_mean,update_norm_mean,wall_clock_time_sec,step_time_sec,peak_memory_mb,nan_inf_count
1,0.0,1.0,1.0,0.04320367053151131,0.9435588717460632,0.0009737014770507812,0.0009748935699462891,0.0,0.0
