step,train_mse,val_mse,best_val_mse,warmup_eta
1,0.8213505148887634,0.9311963319778442,0.9311963319778442,0.02
25,0.9797120094299316,0.8156787157058716,0.8156787157058716,0.5
50,0.9019454717636108,0.7539088726043701,0.7539088726043701,1.0
75,0.8992281556129456,0.7045309543609619,0.7045309543609619,1.0
100,0.8505105376243591,0.6585360169410706,0.6585360169410706,1.0
125,0.6151086688041687,0.6060110926628113,0.6060110926628113,1.0
150,0.465952605009079,0.5520682334899902,0.5520682334899902,1.0
175,0.45733070373535156,0.5009645223617554,0.5009645223617554,1.0
200,0.4629306495189667,0.44866853952407837,0.44866853952407837,1.0
225,0.399832546710968,0.41674715280532837,0.41674715280532837,1.0
250,0.3919970989227295,0.3895121216773987,0.3895121216773987,1.0
275,0.3667062222957611,0.3704127073287964,0.3704127073287964,1.0
300,0.2641468644142151,0.3561941981315613,0.3561941981315613,1.0
325,0.2788713574409485,0.3516152501106262,0.3516152501106262,1.0
350,0.2507117986679077,0.34038078784942627,0.34038078784942627,1.0
375,0.28756025433540344,0.3374089002609253,0.3374089002609253,1.0
400,0.2387223243713379,0.3204959034919739,0.3204959034919739,1.0
425,0.2391768991947174,0.3155752420425415,0.3155752420425415,1.0
450,0.24336661398410797,0.30574971437454224,0.30574971437454224,1.0
475,0.23563724756240845,0.30702507495880127,0.30574971437454224,1.0
500,0.25998711585998535,0.2893967032432556,0.2893967032432556,1.0
