step,train_loss,final_metric,best_metric,message_norm_mean,update_norm_mean,wall_clock_time_sec,step_time_sec,peak_memory_mb,nan_inf_count
1,0.0,1.0,1.0,0.06962427496910095,0.9725045561790466,0.0028243064880371094,0.0028247833251953125,9.39404296875,0.0
