drive_mean,drive_std,resistance_mean,resistance_std,energy_mean,energy_std,gate_mean,gate_std,responsibility_entropy_mean,responsibility_entropy_std,update_strength_mean,update_strength_std,update_gate_mean,update_gate_std,message_norm_mean,message_norm_std,gate_activation_rate
-5.100400812807493e-05,0.0018422066932544112,-2.5664961867732927e-05,0.001990633551031351,-0.8809566497802734,0.21293877065181732,0.3020244240760803,0.15101222693920135,1.4710296392440796,3.141042270726757e-06,1.0,0.0,0.26894283294677734,3.3112490200437605e-05,0.06962427496910095,0.014624819159507751,0.3020244240760803
