step,train_loss,train_accuracy,learning_rate,wall_clock_time_sec,ce_loss,pairwise_loss,resistance_supervision_loss,val_accuracy,val_ece
1,2.3086905479431152,0.046875,0.001,0.011303424835205078,2.3086905479431152,0.0,0.0,,
2,2.2983601093292236,0.125,0.001,0.01918649673461914,2.2983601093292236,0.0,0.0,,
3,2.278878688812256,0.328125,0.001,0.027970552444458008,2.278878688812256,0.0,0.0,,
4,2.2795662879943848,0.203125,0.001,0.03588151931762695,2.2795662879943848,0.0,0.0,,
5,2.2631165981292725,0.296875,0.001,0.04515242576599121,2.2631165981292725,0.0,0.0,,
6,2.2536890506744385,0.25,0.001,0.055230140686035156,2.2536890506744385,0.0,0.0,,
7,2.2414193153381348,0.234375,0.001,0.060048580169677734,2.2414193153381348,0.0,0.0,,
8,2.2332756519317627,0.296875,0.001,0.06513762474060059,2.2332756519317627,0.0,0.0,,
9,2.20632004737854,0.328125,0.001,0.07019925117492676,2.20632004737854,0.0,0.0,,
10,2.195378303527832,0.28125,0.001,0.07518839836120605,2.195378303527832,0.0,0.0,,
11,2.214019536972046,0.25,0.001,0.07882094383239746,2.214019536972046,0.0,0.0,,
12,2.1681108474731445,0.359375,0.001,0.08487105369567871,2.1681108474731445,0.0,0.0,,
13,2.1619114875793457,0.28125,0.001,0.09019088745117188,2.1619114875793457,0.0,0.0,,
14,2.1186718940734863,0.3125,0.001,0.09985136985778809,2.1186718940734863,0.0,0.0,,
15,2.1325302124023438,0.375,0.001,0.10465407371520996,2.1325302124023438,0.0,0.0,,
16,2.1032629013061523,0.3125,0.001,0.10805439949035645,2.1032629013061523,0.0,0.0,,
17,2.0970499515533447,0.234375,0.001,0.11247897148132324,2.0970499515533447,0.0,0.0,,
18,2.0879180431365967,0.328125,0.001,0.11786627769470215,2.0879180431365967,0.0,0.0,,
19,2.0521180629730225,0.25,0.001,0.12252593040466309,2.0521180629730225,0.0,0.0,,
20,2.0149121284484863,0.328125,0.001,0.12739276885986328,2.0149121284484863,0.0,0.0,,
21,2.0191774368286133,0.265625,0.001,0.1375441551208496,2.0191774368286133,0.0,0.0,,
22,1.96514093875885,0.34375,0.001,0.14228391647338867,1.96514093875885,0.0,0.0,,
23,1.9490081071853638,0.3125,0.001,0.15724921226501465,1.9490081071853638,0.0,0.0,,
24,1.9370874166488647,0.328125,0.001,0.16185808181762695,1.9370874166488647,0.0,0.0,,
25,1.9293615818023682,0.328125,0.001,0.16671085357666016,1.9293615818023682,0.0,0.0,0.33203125,0.13033245503902435
26,1.848049283027649,0.375,0.001,0.19135332107543945,1.848049283027649,0.0,0.0,,
27,1.900428295135498,0.3125,0.001,0.19566893577575684,1.900428295135498,0.0,0.0,,
28,1.783226728439331,0.46875,0.001,0.20073580741882324,1.783226728439331,0.0,0.0,,
29,1.8752611875534058,0.296875,0.001,0.20603632926940918,1.8752611875534058,0.0,0.0,,
30,1.835413932800293,0.328125,0.001,0.2101736068725586,1.835413932800293,0.0,0.0,,
31,1.8501337766647339,0.328125,0.001,0.21450352668762207,1.8501337766647339,0.0,0.0,,
32,1.6921688318252563,0.359375,0.001,0.22298574447631836,1.6921688318252563,0.0,0.0,,
33,1.7092541456222534,0.40625,0.001,0.22711658477783203,1.7092541456222534,0.0,0.0,,
34,1.5230700969696045,0.515625,0.001,0.23192954063415527,1.5230700969696045,0.0,0.0,,
35,1.6407526731491089,0.4375,0.001,0.236250638961792,1.6407526731491089,0.0,0.0,,
36,1.6626930236816406,0.484375,0.001,0.24042892456054688,1.6626930236816406,0.0,0.0,,
37,1.5478752851486206,0.421875,0.001,0.24695420265197754,1.5478752851486206,0.0,0.0,,
38,1.6447696685791016,0.484375,0.001,0.2672276496887207,1.6447696685791016,0.0,0.0,,
39,1.5773578882217407,0.484375,0.001,0.2775740623474121,1.5773578882217407,0.0,0.0,,
40,1.5224159955978394,0.515625,0.001,0.283855676651001,1.5224159955978394,0.0,0.0,,
