step,next_token_loss,train_loss,token_accuracy,char_accuracy,perplexity,bits_per_char,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,tokens_per_sec,peak_memory_mb
1,4.427486896514893,4.427486896514893,0.012582057155668736,0.012582057155668736,83.72075339440335,6.387513389202903,0.001,3.5076677799224854,0.01969742774963379,0.06505513191223145,92803.99569095949,225.75537109375
2,4.396900177001953,4.396900177001953,0.07341772317886353,0.07341772317886353,81.19877631176747,6.343386080644524,0.001,1.3249781131744385,0.019692659378051758,0.12795233726501465,80232.94211654176,247.14599609375
3,4.383492469787598,4.383492469787598,0.08318990468978882,0.08318990468978882,80.11735279801056,6.324042847936681,0.001,0.554787278175354,0.026349544525146484,0.20191669464111328,66149.15101612407,247.95849609375
4,4.37899112701416,4.37899112701416,0.08786611258983612,0.08786611258983612,79.75752758684057,6.317548783040102,0.001,0.6286907196044922,0.016521692276000977,0.2638862133026123,101260.8134839892,247.95849609375
5,4.366279602050781,4.366279602050781,0.12644310295581818,0.12644310295581818,78.75010429224086,6.299209929013299,0.001,0.5951510667800903,0.02135300636291504,0.33350253105163574,85187.06776387044,247.95849609375
6,4.355348110198975,4.355348110198975,0.1823691576719284,0.1823691576719284,77.89393629141571,6.283439119929179,0.001,0.6711477637290955,0.02349686622619629,0.4072883129119873,77244.34324678092,247.95849609375
7,4.347141742706299,4.347141742706299,0.2122669816017151,0.2122669816017151,77.25732572755493,6.2715998342437835,0.001,0.4425407648086548,0.023526430130004883,0.47612452507019043,70686.45735075042,247.95849609375
8,4.339722156524658,4.339722156524658,0.22259321808815002,0.22259321808815002,76.68622960950256,6.260895634054083,0.001,0.438325971364975,0.022896528244018555,0.5489146709442139,78483.5142187744,247.95849609375
9,4.331854343414307,4.331854343414307,0.23301486670970917,0.23301486670970917,76.08524400819925,6.249544779097137,0.001,0.4258819818496704,0.01653003692626953,0.6142873764038086,113974.33704494317,247.95849609375
10,4.326459884643555,4.326459884643555,0.2380952537059784,0.2380952537059784,75.67591035573022,6.241762220180293,0.001,0.50693678855896,0.025543212890625,0.6860597133636475,69881.5770609319,247.95849609375
11,4.318367004394531,4.318367004394531,0.26180022954940796,0.26180022954940796,75.06594578969744,6.230086661978519,0.001,0.4610236585140228,0.01654672622680664,0.7513735294342041,110112.41589579551,247.95849609375
12,4.313133716583252,4.313133716583252,0.25256556272506714,0.25256556272506714,74.6741302265899,6.222536623605642,0.001,0.4561445713043213,0.024721622467041016,0.8212451934814453,70950.03583759282,247.95849609375
13,4.308210849761963,4.308210849761963,0.24815206229686737,0.24815206229686737,74.30742279499708,6.215434428055611,0.001,0.40174761414527893,0.020239830017089844,0.8905394077301025,93577.86099985865,247.95849609375
14,4.298528671264648,4.298528671264648,0.27277687191963196,0.27277687191963196,73.59143680918702,6.201465997152534,0.001,0.3567696213722229,0.021504878997802734,0.9630424976348877,85236.47122996075,247.95849609375
15,4.288968086242676,4.288968086242676,0.26221081614494324,0.26221081614494324,72.89121223263132,6.187672988553336,0.001,0.3197537660598755,0.028597593307495117,1.0439996719360352,68012.716283025,247.95849609375
16,4.2893967628479,4.2893967628479,0.2504327595233917,0.2504327595233917,72.92246568837596,6.188291438165839,0.001,0.30875012278556824,0.016433000564575195,1.1045897006988525,105458.52494740661,247.95849609375
17,4.278697967529297,4.278697967529297,0.2561635673046112,0.2561635673046112,72.14644181636585,6.172856339216204,0.001,0.2888436019420624,0.022942066192626953,1.1745827198028564,72486.93234676699,247.95849609375
18,4.265291213989258,4.265291213989258,0.30852210521698,0.30852210521698,71.18564721152,6.153514482369569,0.001,0.30040305852890015,0.02863788604736328,1.2529942989349365,64739.415365147026,247.95849609375
19,4.259920120239258,4.259920120239258,0.32463929057121277,0.32463929057121277,70.8043273956454,6.145765632052294,0.001,0.31942105293273926,0.016377687454223633,1.3160631656646729,110027.7438458067,247.95849609375
20,4.252500057220459,4.252500057220459,0.3013613820075989,0.3013613820075989,70.2808991611537,6.135060743931989,0.001,0.28818702697753906,0.021332502365112305,1.3841404914855957,75752.95070131321,247.95849609375
21,4.247786521911621,4.247786521911621,0.3198426067829132,0.3198426067829132,69.95040716615418,6.128260549916874,0.001,0.3094627559185028,0.02471613883972168,1.456756353378296,71977.2619637879,247.95849609375
22,4.239963054656982,4.239963054656982,0.31728196144104004,0.31728196144104004,69.40528758922972,6.11697367250605,0.001,0.3053097724914551,0.016532182693481445,1.5264785289764404,113052.22272537171,247.95849609375
23,4.233880519866943,4.233880519866943,0.3225480318069458,0.3225480318069458,68.98440881535937,6.108198429728426,0.001,0.2866710126399994,0.025106191635131836,1.6024510860443115,78785.34621045933,247.95849609375
24,4.2292890548706055,4.2292890548706055,0.2978852093219757,0.2978852093219757,68.66839535453343,6.101574345947793,0.001,0.2772715091705322,0.022927522659301758,1.6767830848693848,72183.98710549576,247.95849609375
25,4.222202777862549,4.222202777862549,0.29390114545822144,0.29390114545822144,68.18351212085327,6.091351009249905,0.001,0.282257080078125,0.020295143127441406,1.7494995594024658,93717.00352427048,247.95849609375
26,4.211817264556885,4.211817264556885,0.3171728849411011,0.3171728849411011,67.47905575080934,6.076367880706737,0.001,0.31303030252456665,0.022533178329467773,1.819598913192749,75976.85399583117,247.95849609375
27,4.204375267028809,4.204375267028809,0.31384938955307007,0.31384938955307007,66.97874076524806,6.065631347778674,0.001,0.2792914807796478,0.02431797981262207,1.8961033821105957,78090.36830495014,247.95849609375
28,4.19822883605957,4.19822883605957,0.31991851329803467,0.31991851329803467,66.56832315257361,6.0567639223001875,0.001,0.29514870047569275,0.016994476318359375,1.966888427734375,115508.11941638608,247.95849609375
29,4.190469264984131,4.190469264984131,0.33055201172828674,0.33055201172828674,66.05378041492649,6.045569227590225,0.001,0.28849393129348755,0.021312475204467773,2.035346746444702,73102.72434585137,247.95849609375
30,4.183771133422852,4.183771133422852,0.31850963830947876,0.31850963830947876,65.61282195112027,6.035905866403546,0.001,0.3127094805240631,0.027480363845825195,2.1126232147216797,60552.327812529824,247.95849609375
31,4.179992198944092,4.179992198944092,0.31224125623703003,0.31224125623703003,65.36534329332348,6.030454016371195,0.001,0.3047506809234619,0.01661992073059082,2.1800243854522705,101745.37095640448,247.95849609375
32,4.171281337738037,4.171281337738037,0.32155272364616394,0.32155272364616394,64.79842760688919,6.017886900107348,0.001,0.3048573434352875,0.0192415714263916,2.247941017150879,89701.61333250727,247.95849609375
33,4.164117336273193,4.164117336273193,0.32571762800216675,0.32571762800216675,64.33587043503582,6.007551430721096,0.001,0.2974436283111572,0.026445627212524414,2.3241703510284424,64547.53318127316,247.95849609375
34,4.163213729858398,4.163213729858398,0.30675172805786133,0.30675172805786133,64.2777623871655,6.0062478022275565,0.001,0.30559954047203064,0.016395092010498047,2.3911211490631104,114729.45676642527,247.95849609375
35,4.147148132324219,4.147148132324219,0.3401360809803009,0.3401360809803009,63.25335263717627,5.983070044336078,0.001,0.34771978855133057,0.02277374267578125,2.462352991104126,71002.82211055276,247.95849609375
36,4.139847278594971,4.139847278594971,0.34571272134780884,0.34571272134780884,62.79323084643395,5.9725371388666355,0.001,0.32348373532295227,0.01648092269897461,2.530052423477173,111098.1486560773,247.95849609375
37,4.135106563568115,4.135106563568115,0.34655776619911194,0.34655776619911194,62.49625053908212,5.965697732807123,0.001,0.32904955744743347,0.02326035499572754,2.6023354530334473,73687.61140209714,247.95849609375
