step,train_loss,consistent_child_variance,inconsistent_child_variance,final_metric,best_metric,wall_clock_time_sec,step_time_sec,peak_memory_mb,nan_inf_count
1,0.0,7.329457002924755e-05,2.927060604095459,1.0,1.0,0.0016891956329345703,0.0016891956329345703,0.0,0.0
