drive_mean,drive_std,resistance_mean,resistance_std,energy_mean,energy_std,ambiguity_mean,ambiguity_std,ambiguity_weight_mean,ambiguity_weight_std,sample_uncertainty_mean,sample_uncertainty_std,prototype_diversity_penalty_mean,prototype_diversity_penalty_std
-0.01233153697103262,0.48870790004730225,0.8931471705436707,0.0,-0.028920475393533707,0.04782646521925926,0.0,0.0,0.0,0.0,0.6931471824645996,0.0,0.01275277603417635,0.0
0.0014998853439465165,0.4801085591316223,0.8931289911270142,0.00018123548943549395,-0.027444425970315933,0.046912211924791336,0.0,0.0,0.0,0.0,0.6931261420249939,1.0330680879633292e-06,0.012781251221895218,0.0
0.0027776944916695356,0.4795806407928467,0.8929013609886169,0.0003183250082656741,-0.027343256399035454,0.046781789511442184,0.0,0.0,0.0,0.0,0.6928727626800537,8.51983786560595e-05,0.0128445690497756,0.0
-0.06215362623333931,0.4894089698791504,0.8926180005073547,0.0004963238025084138,-0.033701516687870026,0.04734310880303383,0.0,0.0,0.0,0.0,0.6925530433654785,0.00031574605964124203,0.012905600480735302,0.0
0.002979034325107932,0.4485698938369751,0.8924716114997864,0.0008087004534900188,-0.027493758127093315,0.043796077370643616,0.0,0.0,0.0,0.0,0.6923762559890747,0.0006837939145043492,0.012915590777993202,0.0
-0.04179264232516289,0.4949880838394165,0.8923327326774597,0.001152179902419448,-0.03175167366862297,0.04790032282471657,0.0,0.0,0.0,0.0,0.6922193169593811,0.0010444127256050706,0.012900838628411293,0.0
-0.04977278783917427,0.4757060110569,0.8921201825141907,0.0016386411152780056,-0.03259025514125824,0.04616278409957886,0.0,0.0,0.0,0.0,0.6919852495193481,0.0015453187515959144,0.012885909527540207,0.0
-0.05047553405165672,0.48563218116760254,0.8916879892349243,0.001966916723176837,-0.032668765634298325,0.04705237224698067,0.0,0.0,0.0,0.0,0.6915298104286194,0.0018714508041739464,0.012883217073976994,0.0
-0.05973726511001587,0.4890527129173279,0.8914808630943298,0.0025276271626353264,-0.03354549780488014,0.04724841192364693,0.0,0.0,0.0,0.0,0.6913052797317505,0.0024379875976592302,0.012872203253209591,0.0
-0.0817083939909935,0.5194510817527771,0.8910474181175232,0.003132520243525505,-0.035563934594392776,0.050136223435401917,0.0,0.0,0.0,0.0,0.6908552646636963,0.0030489149503409863,0.0128581952303648,0.0
-0.09748739749193192,0.5275206565856934,0.8913145065307617,0.003546398598700762,-0.037092167884111404,0.05087593197822571,0.0,0.0,0.0,0.0,0.6911097764968872,0.003461310174316168,0.01285915169864893,0.0
-0.07364749163389206,0.5525223016738892,0.8902929425239563,0.004026359878480434,-0.034556467086076736,0.053392644971609116,0.0,0.0,0.0,0.0,0.690079391002655,0.0039421250112354755,0.012849373742938042,0.0
-0.07153061032295227,0.5822670459747314,0.8912928700447083,0.004561847075819969,-0.03421292454004288,0.056286316365003586,0.0,0.0,0.0,0.0,0.691073477268219,0.004478871822357178,0.012835457921028137,0.0
-0.12968412041664124,0.6081700325012207,0.8913664817810059,0.005069895181804895,-0.039558444172143936,0.0583331324160099,0.0,0.0,0.0,0.0,0.6911420822143555,0.004988885018974543,0.012815719470381737,0.0
-0.12284769862890244,0.6635845303535461,0.8901899456977844,0.00579235702753067,-0.03837360069155693,0.06359075009822845,0.0,0.0,0.0,0.0,0.6899605393409729,0.005719137843698263,0.012794534675776958,0.0
-0.14990036189556122,0.6851505041122437,0.8893276453018188,0.006070422008633614,-0.04067034646868706,0.06565873324871063,0.0,0.0,0.0,0.0,0.689093828201294,0.005996882449835539,0.012782868929207325,0.0
-0.1016782745718956,0.7253467440605164,0.8886594176292419,0.006367807276546955,-0.03554730489850044,0.0697530210018158,0.0,0.0,0.0,0.0,0.6884178519248962,0.006292055360972881,0.01278207078576088,0.0
-0.1328895092010498,0.8030799031257629,0.8889522552490234,0.007288401480764151,-0.03774505853652954,0.07717622816562653,0.0,0.0,0.0,0.0,0.6887048482894897,0.00721743144094944,0.01277886237949133,0.0
-0.1404506117105484,0.8683327436447144,0.8893609046936035,0.008120809681713581,-0.037607524544000626,0.08344007283449173,0.0,0.0,0.0,0.0,0.689104437828064,0.008051182143390179,0.012785693630576134,0.0
-0.18882349133491516,0.903900682926178,0.8885653614997864,0.008463608101010323,-0.04157335311174393,0.08649294823408127,0.0,0.0,0.0,0.0,0.6883004903793335,0.008391530252993107,0.012779315933585167,0.0
-0.17081958055496216,1.0270415544509888,0.8888698816299438,0.009735828265547752,-0.03799758106470108,0.09859594702720642,0.0,0.0,0.0,0.0,0.6885981559753418,0.009669309481978416,0.01277898158878088,0.0
-0.23254242539405823,1.1479729413986206,0.8903412818908691,0.01050056517124176,-0.04162417724728584,0.1096552163362503,0.0,0.0,0.0,0.0,0.6900646090507507,0.010435051284730434,0.012792987748980522,0.0
-0.21507373452186584,1.1963385343551636,0.8888234496116638,0.010753258131444454,-0.038701582700014114,0.11428321152925491,0.0,0.0,0.0,0.0,0.6885417699813843,0.01068632211536169,0.012835448607802391,0.0
-0.19068431854248047,1.3074307441711426,0.8877717852592468,0.011734063737094402,-0.03366519883275032,0.12482688575983047,0.0,0.0,0.0,0.0,0.687484622001648,0.011669442057609558,0.012880560010671616,0.0
-0.2592972218990326,1.4300763607025146,0.8891324996948242,0.011775700375437737,-0.03675739839673042,0.13491405546665192,0.0,0.0,0.0,0.0,0.6888412237167358,0.011707155033946037,0.012933479622006416,0.0
-0.26780304312705994,1.4959419965744019,0.8897781372070312,0.012567210011184216,-0.035729654133319855,0.14214962720870972,0.0,0.0,0.0,0.0,0.689483106136322,0.012499483302235603,0.012995998375117779,0.0
-0.2849401533603668,1.6494516134262085,0.8892697691917419,0.013391921296715736,-0.03260400891304016,0.15654079616069794,0.0,0.0,0.0,0.0,0.6889715194702148,0.013326133601367474,0.013070912100374699,0.0
-0.29493579268455505,1.7606596946716309,0.8886660933494568,0.014337261207401752,-0.02918735146522522,0.16569814085960388,0.0,0.0,0.0,0.0,0.6883646249771118,0.014273634180426598,0.013167038559913635,0.0
-0.29599300026893616,1.8825435638427734,0.8876466751098633,0.015375785529613495,-0.02481510303914547,0.17728020250797272,0.0,0.0,0.0,0.0,0.6873425245285034,0.015315278433263302,0.013275365345180035,0.0
