spline_edge_output_mean,spline_edge_output_std,spline_basis_mean,spline_basis_std,edge_output_mean,edge_output_std
0.0021573849953711033,0.08936695009469986,0.030039062723517418,0.13823454082012177,0.0021573849953711033,0.08936695009469986
0.009295409545302391,0.2161269187927246,0.029685882851481438,0.13755883276462555,0.009295409545302391,0.2161269187927246
0.010874627158045769,0.24080094695091248,0.029643533751368523,0.13724753260612488,0.010874627158045769,0.24080094695091248
0.010578042827546597,0.24738676846027374,0.02966642752289772,0.1374639868736267,0.010578042827546597,0.24738676846027374
0.010315271094441414,0.24926334619522095,0.029693633317947388,0.13764680922031403,0.010315271094441414,0.24926334619522095
0.009828617796301842,0.24921303987503052,0.029703892767429352,0.13757112622261047,0.009828617796301842,0.24921303987503052
0.010122539475560188,0.24948394298553467,0.02971096709370613,0.13753189146518707,0.010122539475560188,0.24948394298553467
0.009834506548941135,0.2504616975784302,0.02972337417304516,0.1375211626291275,0.009834506548941135,0.2504616975784302
0.009797714650630951,0.25061506032943726,0.029725033789873123,0.13752634823322296,0.009797714650630951,0.25061506032943726
0.00961274653673172,0.2508610188961029,0.029726192355155945,0.13757659494876862,0.00961274653673172,0.2508610188961029
0.00990835390985012,0.25098487734794617,0.02972123958170414,0.13758018612861633,0.00990835390985012,0.25098487734794617
0.009547431021928787,0.25154951214790344,0.029718009755015373,0.1377285271883011,0.009547431021928787,0.25154951214790344
0.009685037657618523,0.25176137685775757,0.02972114272415638,0.13762138783931732,0.009685037657618523,0.25176137685775757
0.009587996639311314,0.2516731321811676,0.029727784916758537,0.13759686052799225,0.009587996639311314,0.2516731321811676
0.00997020211070776,0.2524748742580414,0.02972065843641758,0.13758841156959534,0.00997020211070776,0.2524748742580414
0.009711582213640213,0.25230497121810913,0.029724454507231712,0.13771812617778778,0.009711582213640213,0.25230497121810913
0.010040132328867912,0.2523551285266876,0.02973000705242157,0.1375153511762619,0.010040132328867912,0.2523551285266876
0.009017230942845345,0.2525058090686798,0.029724642634391785,0.13753780722618103,0.009017230942845345,0.2525058090686798
0.009449036791920662,0.25218454003334045,0.029733257368206978,0.13763253390789032,0.009449036791920662,0.25218454003334045
0.009074511006474495,0.2522163391113281,0.02973465994000435,0.13765467703342438,0.009074511006474495,0.2522163391113281
0.00969587080180645,0.2519611120223999,0.029749153181910515,0.1376880556344986,0.00969587080180645,0.2519611120223999
0.008975925855338573,0.25208088755607605,0.029747018590569496,0.1375698298215866,0.008975925855338573,0.25208088755607605
0.00882689468562603,0.25177496671676636,0.029751883819699287,0.1376943290233612,0.00882689468562603,0.25177496671676636
0.00915552955120802,0.25247523188591003,0.029744571074843407,0.1377934068441391,0.00915552955120802,0.25247523188591003
0.00913368258625269,0.25241032242774963,0.029746046289801598,0.13763999938964844,0.00913368258625269,0.25241032242774963
0.008910870179533958,0.25253942608833313,0.029746728017926216,0.13767635822296143,0.008910870179533958,0.25253942608833313
0.009274311363697052,0.2521558403968811,0.029751131311058998,0.13765698671340942,0.009274311363697052,0.2521558403968811
0.008340020664036274,0.2520304024219513,0.029754934832453728,0.13768179714679718,0.008340020664036274,0.2520304024219513
0.009081483818590641,0.2521677315235138,0.02975037693977356,0.1375628262758255,0.009081483818590641,0.2521677315235138
0.00967253465205431,0.25218844413757324,0.029752640053629875,0.137609601020813,0.00967253465205431,0.25218844413757324
0.009083449840545654,0.2523137927055359,0.02975517511367798,0.137664794921875,0.009083449840545654,0.2523137927055359
0.009515134617686272,0.25213345885276794,0.029753223061561584,0.13764695823192596,0.009515134617686272,0.25213345885276794
0.009145635180175304,0.25187990069389343,0.029764363542199135,0.13766147196292877,0.009145635180175304,0.25187990069389343
0.0094253309071064,0.2517634928226471,0.02976229600608349,0.13749946653842926,0.0094253309071064,0.2517634928226471
0.009296657517552376,0.2516174614429474,0.029763201251626015,0.1375112384557724,0.009296657517552376,0.2516174614429474
0.00936672929674387,0.2517023980617523,0.029756328091025352,0.1376316249370575,0.00936672929674387,0.2517023980617523
0.008897067978978157,0.25179925560951233,0.029760265722870827,0.13781435787677765,0.008897067978978157,0.25179925560951233
0.009198006242513657,0.25164276361465454,0.02976040355861187,0.1376197636127472,0.009198006242513657,0.25164276361465454
0.008557025343179703,0.2510835826396942,0.02975933998823166,0.13755661249160767,0.008557025343179703,0.2510835826396942
0.00890997052192688,0.2509426176548004,0.02977055497467518,0.1376616209745407,0.00890997052192688,0.2509426176548004
0.009152148850262165,0.25095126032829285,0.029768815264105797,0.13770723342895508,0.009152148850262165,0.25095126032829285
0.009024130180478096,0.25121915340423584,0.02977285161614418,0.13769587874412537,0.009024130180478096,0.25121915340423584
0.008810093626379967,0.2511086165904999,0.029771722853183746,0.13758201897144318,0.008810093626379967,0.2511086165904999
0.009123217314481735,0.2511146068572998,0.02977391518652439,0.13775910437107086,0.009123217314481735,0.2511146068572998
0.008955076336860657,0.25089341402053833,0.029776358976960182,0.13768401741981506,0.008955076336860657,0.25089341402053833
0.008736368268728256,0.2506689131259918,0.029771288856863976,0.1375577300786972,0.008736368268728256,0.2506689131259918
0.00877913273870945,0.2509658932685852,0.0297703854739666,0.13758441805839539,0.00877913273870945,0.2509658932685852
0.009540530852973461,0.2506977915763855,0.02977270632982254,0.13781636953353882,0.009540530852973461,0.2506977915763855
0.008694024756550789,0.2509995400905609,0.029774006456136703,0.13781069219112396,0.008694024756550789,0.2509995400905609
0.008193401619791985,0.2504708766937256,0.02976885624229908,0.13765858113765717,0.008193401619791985,0.2504708766937256
0.009444113820791245,0.25059980154037476,0.029780352488160133,0.13784117996692657,0.009444113820791245,0.25059980154037476
0.008977867662906647,0.25051599740982056,0.02977941557765007,0.13786448538303375,0.008977867662906647,0.25051599740982056
0.008947987109422684,0.2505704164505005,0.029780177399516106,0.1379782259464264,0.008947987109422684,0.2505704164505005
0.0083625428378582,0.2503153085708618,0.029783014208078384,0.137760728597641,0.0083625428378582,0.2503153085708618
0.008649655617773533,0.25058695673942566,0.029785266146063805,0.13766153156757355,0.008649655617773533,0.25058695673942566
0.008223003707826138,0.2505998909473419,0.02978557161986828,0.13776446878910065,0.008223003707826138,0.2505998909473419
0.008650591596961021,0.2507724165916443,0.02978437766432762,0.13771341741085052,0.008650591596961021,0.2507724165916443
0.00909287016838789,0.2506110966205597,0.029789507389068604,0.13782310485839844,0.00909287016838789,0.2506110966205597
0.008561244234442711,0.25036343932151794,0.02978396974503994,0.13781851530075073,0.008561244234442711,0.25036343932151794
0.008457176387310028,0.250409334897995,0.02978365123271942,0.13767746090888977,0.008457176387310028,0.250409334897995
0.009219398722052574,0.2506704032421112,0.02979228086769581,0.13768962025642395,0.009219398722052574,0.2506704032421112
0.007961973547935486,0.2498900443315506,0.029794245958328247,0.13784168660640717,0.007961973547935486,0.2498900443315506
0.008976222015917301,0.25010666251182556,0.029796460643410683,0.13771772384643555,0.008976222015917301,0.25010666251182556
0.008431422524154186,0.2500910758972168,0.029800187796354294,0.13783463835716248,0.008431422524154186,0.2500910758972168
0.009119240567088127,0.2506394386291504,0.02980032004415989,0.13767226040363312,0.009119240567088127,0.2506394386291504
0.00843917578458786,0.25059086084365845,0.029801124706864357,0.13780775666236877,0.00843917578458786,0.25059086084365845
0.008995183743536472,0.2504182457923889,0.029801318421959877,0.137777641415596,0.008995183743536472,0.2504182457923889
0.008650604635477066,0.2499171644449234,0.029799683019518852,0.13782157003879547,0.008650604635477066,0.2499171644449234
0.008307856507599354,0.2504161596298218,0.0298024769872427,0.1378626972436905,0.008307856507599354,0.2504161596298218
0.008625553920865059,0.2502373456954956,0.029802832752466202,0.137856587767601,0.008625553920865059,0.2502373456954956
0.008810428902506828,0.25049546360969543,0.029801448807120323,0.1378229707479477,0.008810428902506828,0.25049546360969543
0.008378059603273869,0.25015121698379517,0.029810210689902306,0.13777215778827667,0.008378059603273869,0.25015121698379517
0.008696637116372585,0.25049033761024475,0.02980775199830532,0.13782817125320435,0.008696637116372585,0.25049033761024475
0.008563637733459473,0.25045913457870483,0.029808739200234413,0.13775576651096344,0.008563637733459473,0.25045913457870483
0.007929516956210136,0.25012537837028503,0.029810616746544838,0.13763253390789032,0.007929516956210136,0.25012537837028503
0.00852519553154707,0.25004005432128906,0.02980360947549343,0.13770146667957306,0.00852519553154707,0.25004005432128906
0.008398666977882385,0.2502001225948334,0.029805341735482216,0.13783028721809387,0.008398666977882385,0.2502001225948334
0.008309571072459221,0.24988111853599548,0.02981346845626831,0.13771623373031616,0.008309571072459221,0.24988111853599548
0.008268866688013077,0.2497229427099228,0.02981053665280342,0.13770528137683868,0.008268866688013077,0.2497229427099228
0.00879545696079731,0.25000932812690735,0.029808081686496735,0.13773095607757568,0.00879545696079731,0.25000932812690735
0.00860543828457594,0.2502132058143616,0.02981378883123398,0.13780348002910614,0.00860543828457594,0.2502132058143616
0.008355696685612202,0.2498130202293396,0.029813138768076897,0.13750042021274567,0.008355696685612202,0.2498130202293396
0.008226584643125534,0.25099489092826843,0.029802661389112473,0.13771876692771912,0.008226584643125534,0.25099489092826843
0.007930764928460121,0.25003671646118164,0.029820432886481285,0.1377066820859909,0.007930764928460121,0.25003671646118164
0.008320719003677368,0.2507181167602539,0.029820306226611137,0.13775919377803802,0.008320719003677368,0.2507181167602539
0.008980763144791126,0.25078055262565613,0.029821541160345078,0.13778278231620789,0.008980763144791126,0.25078055262565613
0.008682383224368095,0.24984674155712128,0.02982758916914463,0.1376916617155075,0.008682383224368095,0.24984674155712128
0.008814604952931404,0.2506755590438843,0.029825858771800995,0.13791364431381226,0.008814604952931404,0.2506755590438843
0.008167656138539314,0.2507964074611664,0.029826117679476738,0.1377706676721573,0.008167656138539314,0.2507964074611664
0.00909907091408968,0.24988172948360443,0.02983453869819641,0.13795584440231323,0.00909907091408968,0.24988172948360443
0.00876668281853199,0.24979619681835175,0.02983192726969719,0.1377968192100525,0.00876668281853199,0.24979619681835175
0.008605267852544785,0.24959954619407654,0.02983946166932583,0.13781672716140747,0.008605267852544785,0.24959954619407654
