step,train_mse,val_mse,best_val_mse,warmup_eta
1,1.0104073286056519,0.9593693614006042,0.9593693614006042,0.005
50,0.17542046308517456,0.17736472189426422,0.17736472189426422,0.25
100,0.0778169333934784,0.0772818997502327,0.0772818997502327,0.5
150,0.021158631891012192,0.036610960960388184,0.036610960960388184,0.75
200,0.009147824719548225,0.022401219233870506,0.022401219233870506,1.0
250,0.004634837619960308,0.017767149955034256,0.017767149955034256,1.0
300,0.005322594195604324,0.015949588268995285,0.015949588268995285,1.0
350,0.0018871802603825927,0.01502758264541626,0.01502758264541626,1.0
400,0.0007486490649171174,0.014697041362524033,0.014697041362524033,1.0
450,0.0004550365265458822,0.014607856050133705,0.014697041362524033,1.0
500,0.0007264318410307169,0.014502406120300293,0.014502406120300293,1.0
550,0.0004941803636029363,0.014365720562636852,0.014365720562636852,1.0
600,0.00040869327494874597,0.014200178906321526,0.014200178906321526,1.0
650,0.0005625014891847968,0.014106031507253647,0.014200178906321526,1.0
700,0.0008478912641294301,0.013760051690042019,0.013760051690042019,1.0
750,0.0008873404003679752,0.013681968674063683,0.013760051690042019,1.0
800,0.0005345325917005539,0.013468828052282333,0.013468828052282333,1.0
850,0.0008196039707399905,0.013254916295409203,0.013254916295409203,1.0
900,0.0006288220174610615,0.01322226133197546,0.013254916295409203,1.0
950,0.0007206298178061843,0.01296994462609291,0.01296994462609291,1.0
1000,0.0006381489802151918,0.012844862416386604,0.012844862416386604,1.0
1050,0.00046562368515878916,0.012567460536956787,0.012567460536956787,1.0
1100,0.0004209144681226462,0.012514490634202957,0.012567460536956787,1.0
1150,0.00048646549112163484,0.012003397569060326,0.012003397569060326,1.0
1200,0.000332967727445066,0.012116005644202232,0.012003397569060326,1.0
1250,0.00035266688792034984,0.012037433683872223,0.012003397569060326,1.0
1300,0.0002676559379324317,0.011849545873701572,0.011849545873701572,1.0
1350,0.00030412053456529975,0.011841394938528538,0.011849545873701572,1.0
1400,0.00025533497682772577,0.011750576086342335,0.011849545873701572,1.0
1450,0.000392621208447963,0.011416308581829071,0.011416308581829071,1.0
1500,0.0002718756441026926,0.011588758789002895,0.011416308581829071,1.0
1550,0.00026605313178151846,0.011509120464324951,0.011416308581829071,1.0
1600,0.000293349934509024,0.011261096224188805,0.011261096224188805,1.0
1650,0.0002655023126862943,0.011128963902592659,0.011128963902592659,1.0
1700,0.00026967472513206303,0.01119979191571474,0.011128963902592659,1.0
1750,0.0002697785384953022,0.011125825345516205,0.011128963902592659,1.0
1800,0.0003451397060416639,0.010900009423494339,0.010900009423494339,1.0
1850,0.00031852960819378495,0.010753011330962181,0.010753011330962181,1.0
1900,0.0003713382757268846,0.010638977400958538,0.010638977400958538,1.0
1950,0.0002983137092087418,0.010433599352836609,0.010433599352836609,1.0
2000,0.0003292602486908436,0.010371526703238487,0.010433599352836609,1.0
2050,0.0003937048022635281,0.01023704744875431,0.01023704744875431,1.0
2100,0.00024139625020325184,0.010133281350135803,0.010133281350135803,1.0
2150,0.00023540375696029514,0.009934062138199806,0.009934062138199806,1.0
2200,0.0002540219575166702,0.00994298979640007,0.009934062138199806,1.0
2250,0.00024165763170458376,0.009841296821832657,0.009934062138199806,1.0
2300,0.00021239698980934918,0.009661557152867317,0.009661557152867317,1.0
2350,0.00016358181892428547,0.009658057242631912,0.009661557152867317,1.0
2400,0.00019114173483103514,0.00981423631310463,0.009661557152867317,1.0
2450,0.00018542850739322603,0.00962044671177864,0.009661557152867317,1.0
2500,0.00017889420269057155,0.00956462137401104,0.009661557152867317,1.0
2550,0.00014768753317184746,0.009433770552277565,0.009433770552277565,1.0
2600,0.00022738843108527362,0.009390415623784065,0.009433770552277565,1.0
2650,0.0002189012011513114,0.009501742199063301,0.009433770552277565,1.0
2700,0.00024338372168131173,0.009158425033092499,0.009158425033092499,1.0
2750,0.0002793351304717362,0.009215682744979858,0.009158425033092499,1.0
2800,0.000224907387746498,0.009201956912875175,0.009158425033092499,1.0
2850,0.00028283713618293405,0.009138276800513268,0.009158425033092499,1.0
2900,0.00026077619986608624,0.008995458483695984,0.008995458483695984,1.0
2950,0.0003653387539088726,0.008907103911042213,0.008995458483695984,1.0
3000,0.0002289567783009261,0.008766930550336838,0.008766930550336838,1.0
3050,0.0002953099610749632,0.008650382980704308,0.008650382980704308,1.0
3100,0.0003211391158401966,0.008469016291201115,0.008469016291201115,1.0
3150,0.000203600968234241,0.008334709331393242,0.008334709331393242,1.0
3200,0.00026222865562886,0.008221618831157684,0.008221618831157684,1.0
3250,0.00032579281833022833,0.007963985204696655,0.007963985204696655,1.0
3300,0.0001706098992144689,0.00807778537273407,0.007963985204696655,1.0
3350,0.00019424334459472448,0.008083010092377663,0.007963985204696655,1.0
3400,0.00015336723299697042,0.0079976636916399,0.007963985204696655,1.0
3450,0.000166192083270289,0.007919454015791416,0.007963985204696655,1.0
3500,0.00013090531865600497,0.007984867319464684,0.007963985204696655,1.0
3550,0.0001279485586564988,0.007954287342727184,0.007963985204696655,1.0
3600,0.00010645530710462481,0.007838080637156963,0.007838080637156963,1.0
3650,0.00011972080392297357,0.0077733201906085014,0.007838080637156963,1.0
3700,0.0001394603750668466,0.007870687171816826,0.007838080637156963,1.0
3750,0.00018037721747532487,0.007811237592250109,0.007838080637156963,1.0
3800,0.0001272551598958671,0.007719104178249836,0.007719104178249836,1.0
3850,0.00015816488303244114,0.0077567752450704575,0.007719104178249836,1.0
3900,0.00018366209405940026,0.007662557065486908,0.007719104178249836,1.0
3950,0.00030731401056982577,0.007626492530107498,0.007719104178249836,1.0
4000,0.00032486236887052655,0.007416050415486097,0.007416050415486097,1.0
4050,0.0003413354279473424,0.007636122405529022,0.007416050415486097,1.0
4100,0.0002852699253708124,0.007316373288631439,0.007416050415486097,1.0
4150,0.00040261950925923884,0.00730688264593482,0.00730688264593482,1.0
4200,0.0004558750079013407,0.007196984253823757,0.007196984253823757,1.0
4250,0.00042259905603714287,0.006967147812247276,0.006967147812247276,1.0
4300,0.000489761121571064,0.0070219459012150764,0.006967147812247276,1.0
4350,0.0002716989547479898,0.006724610459059477,0.006724610459059477,1.0
4400,0.00036426266888156533,0.006998904049396515,0.006724610459059477,1.0
