spline_edge_output_mean,spline_edge_output_std,spline_basis_mean,spline_basis_std,edge_output_mean,edge_output_std
0.0002537239342927933,0.08747158944606781,0.030064621940255165,0.13845980167388916,0.0002537239342927933,0.08747158944606781
-0.005808834917843342,0.21439911425113678,0.029826994985342026,0.13783065974712372,-0.005808834917843342,0.21439911425113678
-0.006549769546836615,0.2550658881664276,0.02973930537700653,0.1376596838235855,-0.006549769546836615,0.2550658881664276
-0.008276046253740788,0.26848259568214417,0.029739966616034508,0.13774333894252777,-0.008276046253740788,0.26848259568214417
-0.00876176729798317,0.2742704749107361,0.029740208759903908,0.13764436542987823,-0.00876176729798317,0.2742704749107361
-0.009169258177280426,0.2775808572769165,0.02973630279302597,0.13769787549972534,-0.009169258177280426,0.2775808572769165
-0.009384102188050747,0.27989107370376587,0.02973300777375698,0.13771188259124756,-0.009384102188050747,0.27989107370376587
-0.009268714115023613,0.2812270522117615,0.029731065034866333,0.13762494921684265,-0.009268714115023613,0.2812270522117615
-0.009367691352963448,0.28227028250694275,0.02973121404647827,0.1376219093799591,-0.009367691352963448,0.28227028250694275
-0.009404899552464485,0.28305894136428833,0.02973019890487194,0.1375744491815567,-0.009404899552464485,0.28305894136428833
-0.009454596787691116,0.28363415598869324,0.02972780540585518,0.1375264674425125,-0.009454596787691116,0.28363415598869324
-0.009533767588436604,0.2842504382133484,0.029728272929787636,0.1374833583831787,-0.009533767588436604,0.2842504382133484
-0.009638523682951927,0.2847481667995453,0.029727952554821968,0.13751433789730072,-0.009638523682951927,0.2847481667995453
-0.00962572731077671,0.28494852781295776,0.029727542772889137,0.1374819278717041,-0.00962572731077671,0.28494852781295776
-0.009746722877025604,0.28535839915275574,0.02972598932683468,0.1374928504228592,-0.009746722877025604,0.28535839915275574
-0.009783059358596802,0.2857058346271515,0.029725616797804832,0.1374959945678711,-0.009783059358596802,0.2857058346271515
-0.009889673441648483,0.286042720079422,0.029724806547164917,0.1374782919883728,-0.009889673441648483,0.286042720079422
-0.009861038997769356,0.28635427355766296,0.029725130647420883,0.13753148913383484,-0.009861038997769356,0.28635427355766296
-0.009944071061909199,0.2867145538330078,0.02972455695271492,0.13747870922088623,-0.009944071061909199,0.2867145538330078
-0.009917022660374641,0.2868213653564453,0.029726047068834305,0.1375252902507782,-0.009917022660374641,0.2868213653564453
-0.009927207604050636,0.28717097640037537,0.029724709689617157,0.1375194787979126,-0.009927207604050636,0.28717097640037537
-0.009884709492325783,0.28745877742767334,0.029724908992648125,0.13748833537101746,-0.009884709492325783,0.28745877742767334
