step,train_loss,final_metric,best_metric,message_norm_mean,update_norm_mean,wall_clock_time_sec,step_time_sec,peak_memory_mb,nan_inf_count
1,0.0,1.0,1.0,0.06691908836364746,1.0743745565414429,0.018465518951416016,0.01846599578857422,9.3935546875,0.0
