step,train_loss,attractor_diversity_penalty,final_metric,best_metric,wall_clock_time_sec,step_time_sec,peak_memory_mb,nan_inf_count
1,0.0,0.09055542200803757,1.0,1.0,0.0024940967559814453,0.0024940967559814453,0.0,0.0
