step,train_loss,train_accuracy,wall_clock_time_sec,val_accuracy,val_loss,val_ece,val_brier
1,0.6985338926315308,0.4765625,0.0030660629272460938,,,,
2,0.6968562602996826,0.5078125,0.005234956741333008,,,,
3,0.698359489440918,0.515625,0.00680994987487793,,,,
4,0.6991295218467712,0.4921875,0.008936882019042969,,,,
5,0.6915712356567383,0.515625,0.011345148086547852,,,,
6,0.7082850337028503,0.453125,0.012967824935913086,,,,
7,0.7047988772392273,0.46875,0.01447606086730957,,,,
8,0.7055352926254272,0.484375,0.015899181365966797,,,,
9,0.6944471001625061,0.5,0.018886804580688477,,,,
10,0.7104855179786682,0.4453125,0.020437002182006836,0.4765625,0.6975077986717224,0.06009228527545929,0.5043262243270874
11,0.7043712139129639,0.453125,0.022972822189331055,,,,
12,0.6876674294471741,0.4921875,0.024447917938232422,,,,
13,0.6898990869522095,0.5546875,0.026890993118286133,,,,
14,0.6984421014785767,0.484375,0.028606891632080078,,,,
15,0.6954517364501953,0.5234375,0.030352115631103516,,,,
16,0.6926681399345398,0.515625,0.032051801681518555,,,,
17,0.7049315571784973,0.453125,0.03464102745056152,,,,
18,0.6948636770248413,0.5078125,0.03657889366149902,,,,
19,0.6915063261985779,0.5546875,0.03831291198730469,,,,
20,0.6980642676353455,0.4453125,0.04002881050109863,0.49609375,0.6923590898513794,0.03363008052110672,0.499222993850708
21,0.6830686330795288,0.578125,0.044052839279174805,,,,
22,0.7055751085281372,0.4140625,0.045918941497802734,,,,
23,0.6976367235183716,0.5,0.047477006912231445,,,,
24,0.6960862278938293,0.5,0.04908585548400879,,,,
25,0.7013205289840698,0.4609375,0.05244898796081543,,,,
26,0.6910618543624878,0.5859375,0.0547029972076416,,,,
27,0.6975618600845337,0.46875,0.0563199520111084,,,,
28,0.6951624751091003,0.5390625,0.05902886390686035,,,,
29,0.702357292175293,0.4296875,0.06131887435913086,,,,
30,0.7029469609260559,0.40625,0.0631709098815918,0.5625,0.6890972256660461,0.06020498648285866,0.4959520697593689
31,0.6955962181091309,0.46875,0.06598901748657227,,,,
32,0.6919468641281128,0.5546875,0.06880784034729004,,,,
33,0.6879842281341553,0.5390625,0.07066106796264648,,,,
34,0.7022577524185181,0.421875,0.07241582870483398,,,,
35,0.6891975998878479,0.5546875,0.07416296005249023,,,,
36,0.7036885619163513,0.46875,0.0768728256225586,,,,
37,0.6924501657485962,0.578125,0.07910299301147461,,,,
38,0.6908677220344543,0.5078125,0.08105897903442383,,,,
39,0.7082487940788269,0.4375,0.08284687995910645,,,,
40,0.6957725286483765,0.515625,0.08644390106201172,0.515625,0.6885972619056702,0.06363382190465927,0.4954642355442047
