step,train_loss,final_metric,best_metric,message_norm_mean,update_norm_mean,wall_clock_time_sec,step_time_sec,peak_memory_mb,nan_inf_count
1,0.0,1.0,1.0,0.07570892572402954,1.2210125923156738,0.0010120868682861328,0.001013040542602539,0.0,0.0
