drive_mean,drive_std,resistance_mean,resistance_std,energy_mean,energy_std,ambiguity_mean,ambiguity_std,ambiguity_weight_mean,ambiguity_weight_std,sample_uncertainty_mean,sample_uncertainty_std,prototype_diversity_penalty_mean,prototype_diversity_penalty_std
-0.11033699661493301,0.5116703510284424,0.8931471705436707,0.0,-0.03840094804763794,0.04969221353530884,0.0,0.0,0.0,0.0,0.6931471824645996,0.0,0.01489405706524849,0.0
-0.10703318566083908,0.49745267629623413,0.8932196497917175,0.00016611293540336192,-0.03840453550219536,0.04815055802464485,0.0,0.0,0.0,0.0,0.6931443214416504,8.324336135956401e-07,0.014799964614212513,0.0
-0.12484419345855713,0.4708772897720337,0.8935141563415527,0.00025335841928608716,-0.04026481509208679,0.04548407346010208,0.0,0.0,0.0,0.0,0.6933950185775757,7.539084617746994e-05,0.01460586953908205,0.0
-0.14045365154743195,0.4948233962059021,0.8936622738838196,0.0005016399081796408,-0.04180385172367096,0.04784688726067543,0.0,0.0,0.0,0.0,0.6935157775878906,0.0003751997428480536,0.014481358230113983,0.0
-0.10946625471115112,0.49688977003097534,0.8934764862060547,0.0009128632955253124,-0.038815028965473175,0.04796575382351875,0.0,0.0,0.0,0.0,0.6932917237281799,0.0008075379300862551,0.01436698716133833,0.0
-0.13488851487636566,0.49765142798423767,0.8934711813926697,0.0014906300930306315,-0.04137307032942772,0.04799467697739601,0.0,0.0,0.0,0.0,0.6932598352432251,0.001406968105584383,0.01423326600342989,0.0
-0.1498268097639084,0.5272072553634644,0.8939151167869568,0.0020205648615956306,-0.04267318174242973,0.05042237788438797,0.0,0.0,0.0,0.0,0.6936826705932617,0.0019450364634394646,0.01406181138008833,0.0
-0.15044128894805908,0.506973922252655,0.8938409686088562,0.0028505318332463503,-0.042786672711372375,0.048679739236831665,0.0,0.0,0.0,0.0,0.6935991644859314,0.002789812395349145,0.01392460148781538,0.0
-0.15038417279720306,0.5347539186477661,0.8944470286369324,0.003645158838480711,-0.04253542795777321,0.05110461264848709,0.0,0.0,0.0,0.0,0.6942003965377808,0.003593595465645194,0.013783362694084644,0.0
-0.1395454704761505,0.5335198640823364,0.8934049010276794,0.004388332832604647,-0.0413229875266552,0.051319148391485214,0.0,0.0,0.0,0.0,0.6931570768356323,0.004341942258179188,0.013609996065497398,0.0
