step,train_loss,wall_clock_time_sec,eval_clean_accuracy,eval_clean_ece,eval_clean_aurc,eval_clean_resistance_noise_corr,eval_clean_resistance_occlusion_corr,eval_noisy_accuracy,eval_noisy_ece,eval_noisy_aurc,eval_clean_vs_noisy_auroc,eval_noisy_resistance_noise_corr,eval_noisy_resistance_occlusion_corr,eval_occluded_accuracy,eval_occluded_ece,eval_occluded_aurc,eval_clean_vs_occluded_auroc,eval_occluded_resistance_noise_corr,eval_occluded_resistance_occlusion_corr
1,2.560999870300293,0.025336742401123047,,,,,,,,,,,,,,,,,
2,2.4133338928222656,0.049811601638793945,,,,,,,,,,,,,,,,,
3,2.3560631275177,0.0735616683959961,,,,,,,,,,,,,,,,,
4,2.3308379650115967,0.0987236499786377,,,,,,,,,,,,,,,,,
5,2.321345806121826,0.1258373260498047,,,,,,,,,,,,,,,,,
6,2.3133926391601562,0.1520075798034668,,,,,,,,,,,,,,,,,
7,2.3042149543762207,0.17439937591552734,,,,,,,,,,,,,,,,,
8,2.2999470233917236,0.19564366340637207,,,,,,,,,,,,,,,,,
9,2.297665596008301,0.21935224533081055,,,,,,,,,,,,,,,,,
10,2.3020310401916504,0.24677824974060059,,,,,,,,,,,,,,,,,
11,2.2976863384246826,0.2756788730621338,,,,,,,,,,,,,,,,,
12,2.295297384262085,0.30509519577026367,,,,,,,,,,,,,,,,,
13,2.3016645908355713,0.33680081367492676,,,,,,,,,,,,,,,,,
14,2.296613931655884,0.3643951416015625,,,,,,,,,,,,,,,,,
15,2.2931935787200928,0.39020466804504395,,,,,,,,,,,,,,,,,
16,2.298891544342041,0.4184908866882324,,,,,,,,,,,,,,,,,
17,2.290976047515869,0.4431321620941162,,,,,,,,,,,,,,,,,
18,2.285287618637085,0.46909356117248535,,,,,,,,,,,,,,,,,
19,2.290919303894043,0.4965226650238037,,,,,,,,,,,,,,,,,
20,2.288034677505493,0.5221295356750488,,,,,,,,,,,,,,,,,
21,2.2904129028320312,0.5494649410247803,,,,,,,,,,,,,,,,,
22,2.275627851486206,0.5824956893920898,,,,,,,,,,,,,,,,,
23,2.2826480865478516,0.6142299175262451,,,,,,,,,,,,,,,,,
24,2.2872517108917236,0.639934778213501,,,,,,,,,,,,,,,,,
