step,train_mse,val_mse,best_val_mse,warmup_eta
1,1.11459481716156,0.9679364562034607,0.9679364562034607,0.02
25,0.6242146492004395,0.600332498550415,0.600332498550415,0.5
50,0.3992618918418884,0.35335320234298706,0.35335320234298706,1.0
75,0.2500137686729431,0.19050520658493042,0.19050520658493042,1.0
100,0.07635113596916199,0.1243051290512085,0.1243051290512085,1.0
125,0.049589548259973526,0.09769248962402344,0.09769248962402344,1.0
150,0.08413411676883698,0.0812138020992279,0.0812138020992279,1.0
175,0.045782946050167084,0.06494071334600449,0.06494071334600449,1.0
200,0.016585469245910645,0.05571252107620239,0.05571252107620239,1.0
225,0.021172326058149338,0.04715052247047424,0.04715052247047424,1.0
250,0.011106925085186958,0.039540860801935196,0.039540860801935196,1.0
275,0.005432272329926491,0.03426702693104744,0.03426702693104744,1.0
300,0.007659672759473324,0.032172974199056625,0.032172974199056625,1.0
325,0.005002326797693968,0.03009207919239998,0.03009207919239998,1.0
350,0.005821765400469303,0.028319206088781357,0.028319206088781357,1.0
375,0.002095388248562813,0.027449749410152435,0.027449749410152435,1.0
400,0.0020799601916223764,0.02548036351799965,0.02548036351799965,1.0
425,0.001955848652869463,0.026147831231355667,0.02548036351799965,1.0
450,0.0031926152296364307,0.025113170966506004,0.025113170966506004,1.0
475,0.0014618064742535353,0.02454134076833725,0.02454134076833725,1.0
500,0.0019917732570320368,0.024385713040828705,0.024385713040828705,1.0
