step,train_loss,train_accuracy,top1_accuracy,top5_accuracy,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,examples_per_sec,peak_memory_mb,resistance_noise_corr,resistance_occlusion_corr
1,1.6039396524429321,0.1875,0.1875,1.0,0.001,624.5762329101562,0.007231950759887695,0.010442972183227539,2212.404444004879,0.0,0.3679683208465576,-0.03668816387653351
2,1.6047199964523315,0.0625,0.0625,1.0,0.001,16.687694549560547,0.0063359737396240234,0.019807100296020508,2525.262991533396,0.0,0.031317565590143204,-0.04265162721276283
3,1.547858715057373,0.4375,0.4375,1.0,0.001,7.526339530944824,0.006585121154785156,0.02975630760192871,2429.7199131064444,0.0,-0.39043229818344116,-0.15899528563022614
4,1.5918058156967163,0.25,0.25,1.0,0.001,4.442595958709717,0.0067179203033447266,0.03929018974304199,2381.689463037229,0.0,-0.1818910390138626,-0.03414531797170639
5,1.6725289821624756,0.125,0.125,1.0,0.001,7.4693450927734375,0.006239891052246094,0.04831719398498535,2564.147333027663,0.0,-0.05462582781910896,-0.15278206765651703
6,1.5866724252700806,0.1875,0.1875,1.0,0.001,6.306682586669922,0.005584716796875,0.05666208267211914,2864.96174863388,0.0,-0.1670336276292801,0.31161460280418396
7,1.624803066253662,0.1875,0.1875,1.0,0.001,3.491914987564087,0.0058019161224365234,0.0653231143951416,2757.709636326279,0.0,0.034946221858263016,-0.03999700769782066
8,1.4964414834976196,0.375,0.375,1.0,0.001,3.43462872505188,0.005750179290771484,0.07390522956848145,2782.5219338253587,0.0,-0.20894642174243927,-0.06315304338932037
9,1.6003923416137695,0.1875,0.1875,1.0,0.001,3.9113662242889404,0.005530118942260742,0.08245110511779785,2893.246992886398,0.0,-0.2692667841911316,0.2549508512020111
10,1.6115000247955322,0.1875,0.1875,1.0,0.001,3.3784854412078857,0.005780220031738281,0.09138107299804688,2768.0607160534564,0.0,0.3128567337989807,-0.25526466965675354
11,1.6741002798080444,0.1875,0.1875,1.0,0.001,3.996351718902588,0.005393028259277344,0.1001121997833252,2966.7932802829355,0.0,-0.04013965651392937,0.022658970206975937
12,1.65437650680542,0.0625,0.0625,1.0,0.001,4.838309288024902,0.005530118942260742,0.10920500755310059,2893.246992886398,0.0,0.6714592576026917,-0.22160100936889648
13,1.6510924100875854,0.3125,0.3125,1.0,0.001,3.835582971572876,0.005595207214355469,0.11852598190307617,2859.5902505539457,0.0,0.4183453321456909,0.018438681960105896
14,1.6236070394515991,0.0625,0.0625,1.0,0.001,4.225201606750488,0.00586700439453125,0.12801003456115723,2727.115734720416,0.0,0.13822297751903534,0.10943157970905304
15,1.549521565437317,0.1875,0.1875,1.0,0.001,5.8782548904418945,0.005877971649169922,0.13707900047302246,2722.027419485682,0.0,0.18170501291751862,-0.007090533152222633
16,1.5398914813995361,0.375,0.375,1.0,0.001,2.7175052165985107,0.005978107452392578,0.14624714851379395,2676.4323203318177,0.0,0.08523724973201752,0.409726083278656
17,1.656252145767212,0.1875,0.1875,1.0,0.001,1.1918082237243652,0.005923748016357422,0.15527725219726562,2700.9926748772436,0.0,-0.2554660737514496,-0.23702611029148102
18,1.5383187532424927,0.4375,0.4375,1.0,0.001,3.769599199295044,0.005961179733276367,0.16437196731567383,2684.032476102868,0.0,-0.14923712611198425,0.5102877020835876
19,1.751774549484253,0.0625,0.0625,1.0,0.001,3.8106672763824463,0.005875825881958008,0.17486906051635742,2723.0214648001624,0.0,0.005773959681391716,0.13194091618061066
20,1.4865723848342896,0.5,0.5,1.0,0.001,3.4487900733947754,0.0059070587158203125,0.18468308448791504,2708.6238295124313,0.0,-0.26742368936538696,0.6817245483398438
21,1.5500718355178833,0.3125,0.3125,1.0,0.001,1.58672297000885,0.005770683288574219,0.19423794746398926,2772.6352668980335,0.0,0.5051078796386719,0.28590646386146545
22,1.689753532409668,0.125,0.125,1.0,0.001,1.9998869895935059,0.005972862243652344,0.20376825332641602,2678.7826920006387,0.0,-0.3094176948070526,0.28111356496810913
23,1.6597721576690674,0.1875,0.1875,1.0,0.001,2.6371827125549316,0.005784034729003906,0.2131352424621582,2766.235119538335,0.0,0.10423513501882553,0.07752075791358948
24,1.6162965297698975,0.25,0.25,1.0,0.001,1.6248122453689575,0.005919933319091797,0.2224719524383545,2702.7331453886427,0.0,-0.44656169414520264,0.21854528784751892
25,1.6435651779174805,0.125,0.125,1.0,0.001,4.373730182647705,0.005818843841552734,0.23251104354858398,2749.687126116529,0.0,-0.0861828550696373,0.19370540976524353
26,1.5940234661102295,0.3125,0.3125,1.0,0.001,1.550811767578125,0.005627870559692383,0.24216723442077637,2842.9936030502013,0.0,0.15984226763248444,0.015056679956614971
27,1.62834894657135,0.25,0.25,1.0,0.001,1.8680331707000732,0.006006956100463867,0.25237417221069336,2663.5786465568567,0.0,0.5115412473678589,-0.13568271696567535
28,1.579550862312317,0.3125,0.3125,1.0,0.001,0.8427241444587708,0.0060253143310546875,0.2629220485687256,2655.463121240899,0.0,0.4046599864959717,0.24675272405147552
29,1.672914981842041,0.125,0.125,1.0,0.001,2.59454083442688,0.005800962448120117,0.2725541591644287,2758.163001931692,0.0,0.335441917181015,0.1030583307147026
30,1.643820881843567,0.125,0.125,1.0,0.001,3.1706490516662598,0.005946159362792969,0.2823150157928467,2690.8125100240577,0.0,-0.07513076066970825,nan
31,1.6437550783157349,0.125,0.125,1.0,0.001,2.7172250747680664,0.005812883377075195,0.2928142547607422,2752.5066240104998,0.0,-0.05182580277323723,0.11224960535764694
32,1.5713165998458862,0.3125,0.3125,1.0,0.001,1.226462483406067,0.006254673004150391,0.3033599853515625,2558.087367538309,0.0,-0.2572505474090576,-0.20153719186782837
33,1.6589950323104858,0.125,0.125,1.0,0.001,1.9783068895339966,0.005995988845825195,0.31321215629577637,2668.450594457036,0.0,0.193031907081604,-0.7113120555877686
34,1.5396050214767456,0.5,0.5,1.0,0.001,3.81048321723938,0.005769014358520508,0.3227970600128174,2773.4373682687938,0.0,0.6376235485076904,0.5975187420845032
35,1.5467150211334229,0.4375,0.4375,1.0,0.001,2.5637433528900146,0.005906820297241211,0.3327920436859131,2708.7331584258327,0.0,-0.04744461551308632,-0.06616600602865219
36,1.5997625589370728,0.25,0.25,1.0,0.001,0.44327643513679504,0.00546717643737793,0.3424720764160156,2926.5563647464132,0.0,0.03803523629903793,0.23614440858364105
37,1.5967806577682495,0.25,0.25,1.0,0.001,1.4676588773727417,0.005803108215332031,0.35311007499694824,2757.143138866064,0.0,0.16586002707481384,0.45210546255111694
38,1.6547027826309204,0.0625,0.0625,1.0,0.001,2.167618989944458,0.005998134613037109,0.3633992671966553,2667.4959853724463,0.0,-0.13113263249397278,0.11719027906656265
39,1.6176162958145142,0.125,0.125,1.0,0.001,1.4795070886611938,0.005826711654663086,0.37332725524902344,2745.9742215311594,0.0,0.409701406955719,0.3371689021587372
40,1.6204607486724854,0.1875,0.1875,1.0,0.001,0.8311125040054321,0.005730152130126953,0.3835892677307129,2792.2469834401263,0.0,0.19327959418296814,-0.17628884315490723
