step,train_loss,train_accuracy,top1_accuracy,top5_accuracy,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,examples_per_sec,peak_memory_mb
1,1.6033015251159668,0.28125,0.28125,1.0,0.001,13.452978134155273,0.0401768684387207,0.0681002140045166,1592.956407182786,634.10888671875
2,1.6416866779327393,0.203125,0.203125,1.0,0.001,3.0461456775665283,0.026882171630859375,0.10136008262634277,2380.76003973322,634.10888671875
3,1.6177109479904175,0.125,0.125,1.0,0.001,1.0971555709838867,0.0261228084564209,0.13410139083862305,2449.966285469165,634.10888671875
4,1.6125067472457886,0.171875,0.171875,1.0,0.001,0.2887924909591675,0.026465415954589844,0.1672804355621338,2418.250297286584,634.10888671875
5,1.6097204685211182,0.21875,0.21875,1.0,0.001,0.1701761782169342,0.026763200759887695,0.20111656188964844,2391.3432692222036,634.10888671875
6,1.6200982332229614,0.15625,0.15625,1.0,0.001,0.7163081765174866,0.0406184196472168,0.25036096572875977,1575.639834239226,634.10888671875
7,1.6103090047836304,0.203125,0.203125,1.0,0.001,0.2562519311904907,0.027486562728881836,0.28575921058654785,2328.410453910675,634.10888671875
8,1.6060951948165894,0.296875,0.296875,1.0,0.001,0.4342125356197357,0.034087181091308594,0.3298983573913574,1877.5386509246566,634.10888671875
9,1.6081733703613281,0.234375,0.234375,1.0,0.001,0.21212337911128998,0.041640281677246094,0.38107848167419434,1536.9732725648719,634.10888671875
10,1.6149561405181885,0.171875,0.171875,1.0,0.001,0.3103162944316864,0.028105497360229492,0.4167931079864502,2277.1345825946064,634.10888671875
11,1.6088567972183228,0.21875,0.21875,1.0,0.001,0.0976855680346489,0.02841496467590332,0.4535388946533203,2252.3343150334367,634.10888671875
12,1.607978343963623,0.21875,0.21875,1.0,0.001,0.07005764544010162,0.041254520416259766,0.5058188438415527,1551.3451460406625,634.10888671875
13,1.6093236207962036,0.203125,0.203125,1.0,0.001,0.18610768020153046,0.02777385711669922,0.5407907962799072,2304.325241218281,634.10888671875
14,1.6133146286010742,0.203125,0.203125,1.0,0.001,0.18276767432689667,0.029328107833862305,0.5797934532165527,2182.2069245839803,634.10888671875
15,1.600176453590393,0.25,0.25,1.0,0.001,0.2878004312515259,0.02841329574584961,0.6183340549468994,2252.4666118448654,634.10888671875
16,1.6074379682540894,0.21875,0.21875,1.0,0.001,0.044771090149879456,0.0335843563079834,0.6650583744049072,1905.6491484634007,634.10888671875
17,1.614129900932312,0.15625,0.15625,1.0,0.001,0.28102344274520874,0.027659177780151367,0.7002668380737305,2313.879339028196,634.10888671875
18,1.6051732301712036,0.21875,0.21875,1.0,0.001,0.1367398053407669,0.028751134872436523,0.7390761375427246,2225.9990878257913,634.10888671875
19,1.6209532022476196,0.171875,0.171875,1.0,0.001,0.351490318775177,0.03126406669616699,0.7794032096862793,2047.07853978083,634.10888671875
20,1.616204023361206,0.109375,0.109375,1.0,0.001,0.310041606426239,0.02858901023864746,0.8168754577636719,2238.622444980027,634.10888671875
21,1.616419792175293,0.171875,0.171875,1.0,0.001,0.21335357427597046,0.02855849266052246,0.855388879776001,2241.014634797926,634.10888671875
22,1.6032063961029053,0.25,0.25,1.0,0.001,0.19033339619636536,0.028383731842041016,0.8927013874053955,2254.812734145317,634.10888671875
23,1.612093448638916,0.1875,0.1875,1.0,0.001,0.10957316309213638,0.027957677841186523,0.9304933547973633,2289.1743857823867,634.10888671875
24,1.6176317930221558,0.109375,0.109375,1.0,0.001,0.30577921867370605,0.02859044075012207,0.9687557220458984,2238.5104363851665,634.10888671875
25,1.6103134155273438,0.21875,0.21875,1.0,0.001,0.12728393077850342,0.033826589584350586,1.0126237869262695,1892.0027347246598,634.10888671875
26,1.606215238571167,0.25,0.25,1.0,0.001,0.12391988933086395,0.03012990951538086,1.0555648803710938,2124.135154383022,634.10888671875
27,1.6111243963241577,0.15625,0.15625,1.0,0.001,0.17583459615707397,0.02775430679321289,1.0922741889953613,2305.948423674942,634.10888671875
28,1.6116238832473755,0.140625,0.140625,1.0,0.001,0.23692640662193298,0.028416156768798828,1.1318259239196777,2252.239826825298,634.10888671875
29,1.6109325885772705,0.15625,0.15625,1.0,0.001,0.1228046715259552,0.036940574645996094,1.1800892353057861,1732.5123015360784,634.10888671875
30,1.6072522401809692,0.25,0.25,1.0,0.001,0.17831775546073914,0.029915571212768555,1.2234423160552979,2139.354102410839,634.10888671875
31,1.6117769479751587,0.125,0.125,1.0,0.001,0.14577072858810425,0.027170181274414062,1.2606024742126465,2355.523481923482,634.10888671875
32,1.6085124015808105,0.28125,0.28125,1.0,0.001,0.1527511030435562,0.032965660095214844,1.3059754371643066,1941.4141811554373,634.10888671875
33,1.6081486940383911,0.296875,0.296875,1.0,0.001,0.18285080790519714,0.03363490104675293,1.34987211227417,1902.7854403685983,634.10888671875
34,1.6085195541381836,0.21875,0.21875,1.0,0.001,0.07058887928724289,0.0267031192779541,1.3853275775909424,2396.7237435380043,634.10888671875
35,1.6095925569534302,0.21875,0.21875,1.0,0.001,0.09925806522369385,0.03591108322143555,1.435164213180542,1782.1796019173826,634.10888671875
36,1.6095479726791382,0.1875,0.1875,1.0,0.001,0.06239673122763634,0.03425264358520508,1.4835431575775146,1868.468920969471,634.10888671875
37,1.610482096672058,0.125,0.125,1.0,0.001,0.14067193865776062,0.028647422790527344,1.528212308883667,2234.05785811778,634.10888671875
38,1.6090998649597168,0.265625,0.265625,1.0,0.001,0.10807779431343079,0.03379058837890625,1.5771963596343994,1894.0185143373221,634.10888671875
39,1.6105878353118896,0.171875,0.171875,1.0,0.001,0.12146973609924316,0.03387641906738281,1.6219983100891113,1889.2197511401384,634.10888671875
40,1.6084572076797485,0.265625,0.265625,1.0,0.001,0.12130388617515564,0.033826351165771484,1.6692121028900146,1892.0160701447724,634.10888671875
