step,train_loss,update_gate_mean,final_metric,best_metric,wall_clock_time_sec,step_time_sec,peak_memory_mb,nan_inf_count
1,0.0,0.9999579787254333,1.0,1.0,0.00031685829162597656,0.00031685829162597656,0.0,0.0
