step,next_token_loss,train_loss,token_accuracy,char_accuracy,perplexity,bits_per_char,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,tokens_per_sec,peak_memory_mb,corruption_resistance_corr
12,4.30335807800293,4.30335807800293,0.2506738603115082,0.2506738603115082,73.94769936595851,6.208433358304288,0.001,0.796090304851532,0.014744997024536133,0.22771286964416504,25161.0766270515,0.0,-0.04170925170183182
13,4.293574810028076,4.293574810028076,0.2532188892364502,0.2532188892364502,73.22777654797737,6.194319086113278,0.001,0.7862223982810974,0.016312837600708008,0.24794387817382812,28566.45860189123,0.0,0.015092562884092331
14,4.296099662780762,4.296099662780762,0.24436090886592865,0.24436090886592865,73.41289950692908,6.197961678658553,0.001,0.5017074346542358,0.014523029327392578,0.2668788433074951,36631.47598253275,0.0,-0.04557244852185249
15,4.281630516052246,4.281630516052246,0.2800000011920929,0.2800000011920929,72.35832528518026,6.1770871124274285,0.001,0.6379255056381226,0.015313863754272461,0.2861790657043457,22855.10734691971,0.0,-0.047484125941991806
16,4.283135414123535,4.283135414123535,0.21639344096183777,0.21639344096183777,72.46729916606895,6.179258221411921,0.001,0.5608128309249878,0.015278100967407227,0.30495476722717285,19963.214057208846,0.0,0.006722585763782263
17,4.277777671813965,4.277777671813965,0.2400835007429123,0.2400835007429123,72.08007629772102,6.171528633151543,0.001,0.6283151507377625,0.014833927154541016,0.32385897636413574,32290.842135716353,0.0,-0.017867280170321465
18,4.259206295013428,4.259206295013428,0.2657342553138733,0.2657342553138733,70.75380351540792,6.144735799938927,0.001,0.5838409662246704,0.017352819442749023,0.3453669548034668,24722.207328634435,0.0,0.05971608683466911
19,4.251072406768799,4.251072406768799,0.24861878156661987,0.24861878156661987,70.18063419241703,6.133001079705257,0.001,0.7089025378227234,0.016270160675048828,0.3655710220336914,22249.31930482694,0.0,0.009229128248989582
20,4.241401195526123,4.241401195526123,0.28103044629096985,0.28103044629096985,69.5051739779794,6.119048471206058,0.001,0.5106986165046692,0.014496088027954102,0.3843269348144531,29456.22289107087,0.0,-0.042089518159627914
21,4.240968704223633,4.240968704223633,0.2587064802646637,0.2587064802646637,69.47512009424597,6.1184245181487285,0.001,0.5267965793609619,0.015136003494262695,0.4039139747619629,26559.190485941563,0.0,-0.1285356730222702
22,4.217126846313477,4.217126846313477,0.2969121038913727,0.2969121038913727,67.83829417310234,6.0840279879761665,0.001,0.5734074711799622,0.016082048416137695,0.4241828918457031,26178.25721613568,0.0,-0.03965022787451744
23,4.220190048217773,4.220190048217773,0.2599388360977173,0.2599388360977173,68.04641516056338,6.0884472541727375,0.001,0.5506708025932312,0.014187097549438477,0.4427671432495117,23049.111973783714,0.0,-0.10066106915473938
24,4.1962175369262695,4.1962175369262695,0.29722923040390015,0.29722923040390015,66.43456889691073,6.05386223101483,0.001,0.5653122067451477,0.014871835708618164,0.46202993392944336,26694.75428443176,0.0,-0.032724957913160324
25,4.171011924743652,4.171011924743652,0.3447580635547638,0.3447580635547638,64.78097241990886,6.017498219316398,0.001,0.4963233172893524,0.01633620262145996,0.48267698287963867,30362.01322260979,0.0,0.011210697703063488
26,4.146791934967041,4.146791934967041,0.38574424386024475,0.38574424386024475,63.23082597234169,5.9825561601752995,0.001,0.5760214328765869,0.015005826950073242,0.5024540424346924,31787.651662721048,0.0,-0.10077989101409912
27,4.14324951171875,4.14324951171875,0.3766937553882599,0.3766937553882599,63.007231890664215,5.97744552372226,0.001,0.5774672031402588,0.015989065170288086,0.5227267742156982,23078.27231111045,0.0,-0.041766248643398285
28,4.1323394775390625,4.1323394775390625,0.3761904835700989,0.3761904835700989,62.32355707637066,5.961705671515296,0.001,0.6177838444709778,0.016844749450683594,0.5441019535064697,24933.585461133443,0.0,-0.04096369817852974
29,4.142876148223877,4.142876148223877,0.31865283846855164,0.31865283846855164,62.98371168143023,5.9769068740597575,0.001,0.624014139175415,0.016240835189819336,0.5654399394989014,23767.25060555792,0.0,-0.0417616181075573
