drive_mean,drive_std,resistance_mean,resistance_std,energy_mean,energy_std,gate_mean,gate_std,sample_uncertainty_mean,sample_uncertainty_std,gate_activation_rate
-0.0006653594900853932,0.02802346460521221,0.0033552281092852354,0.08604072779417038,-0.9985417723655701,0.036533378064632416,0.2689390778541565,5.496484664035961e-05,0.6928429007530212,0.0001291439402848482,0.2689390778541565
-0.0004191966145299375,0.05800647661089897,0.004259089007973671,0.10651826113462448,-0.998519778251648,0.03698992356657982,0.2689417004585266,8.988060289993882e-05,0.6937339305877686,5.770981078967452e-05,0.2689417004585266
-0.00024850069894455373,0.05493306741118431,0.0046361698769032955,0.11422024667263031,-0.998515784740448,0.03692471608519554,0.26894327998161316,0.00014308509707916528,0.6944620609283447,5.7414868933847174e-05,0.26894327998161316
-0.0003696078492794186,0.05267314240336418,0.004448494873940945,0.10870720446109772,-0.9984907507896423,0.03670401871204376,0.2689499258995056,0.00020519275858532637,0.6952450275421143,7.268482295330614e-05,0.2689499258995056
-0.0005148116615600884,0.045986976474523544,0.0040890611708164215,0.09926600009202957,-0.9984803199768066,0.03645060583949089,0.26895344257354736,0.0002628336660563946,0.6961469650268555,0.000100811077572871,0.26895344257354736
-0.000663864251691848,0.040137045085430145,0.0036763607058674097,0.08884253352880478,-0.9984842538833618,0.03623707965016365,0.268953800201416,0.000312474905513227,0.6971014738082886,0.00012158407480455935,0.268953800201416
-0.000809452380053699,0.03649367392063141,0.0033272625878453255,0.08024220913648605,-0.9984791278839111,0.03601711615920067,0.2689562141895294,0.0003666748234536499,0.6979535818099976,0.0001389821554766968,0.2689562141895294
-0.0008020101813599467,0.03332101181149483,0.003090678947046399,0.07531946152448654,-0.998369574546814,0.035900481045246124,0.2689785361289978,0.0004263971059117466,0.6987932920455933,0.00015767465811222792,0.2689785361289978
-0.0008156179101206362,0.032075658440589905,0.002826452488079667,0.07003823667764664,-0.9982208013534546,0.03575161099433899,0.26900896430015564,0.00048323028022423387,0.6996369361877441,0.00020601984579116106,0.26900896430015564
-0.0008795177564024925,0.0332755483686924,0.0027756677009165287,0.06867533177137375,-0.9982521533966064,0.035686057060956955,0.2690034508705139,0.000511766120325774,0.7002263069152832,0.00019984226673841476,0.2690034508705139
-0.000871364725753665,0.03626410290598869,0.002704548416659236,0.0683472752571106,-0.9981350302696228,0.035585999488830566,0.26902756094932556,0.0005501900450326502,0.7007253170013428,0.0002063000574707985,0.26902756094932556
-0.0010438880417495966,0.040079496800899506,0.002793609630316496,0.06907868385314941,-0.9982580542564392,0.03546765819191933,0.26900455355644226,0.0005461922846734524,0.7012494802474976,0.00021205533994361758,0.26900455355644226
-0.0012388008181005716,0.044265251606702805,0.0029154682997614145,0.07045076787471771,-0.9983891248703003,0.03534863516688347,0.26897990703582764,0.0005235383287072182,0.7017127275466919,0.0002935073571279645,0.26897990703582764
-0.0015175447333604097,0.04673752933740616,0.003054417669773102,0.0701802521944046,-0.9986297488212585,0.035290732979774475,0.2689329981803894,0.0004885454545728862,0.7024023532867432,0.0002914790529757738,0.2689329981803894
-0.0017470995662733912,0.04706273600459099,0.00313884811475873,0.06897212564945221,-0.9988812804222107,0.03527926653623581,0.2688835561275482,0.0004803451884072274,0.703360915184021,0.0003463551984168589,0.2688835561275482
-0.001962120644748211,0.04620957002043724,0.0032148726750165224,0.06734205037355423,-0.9991142749786377,0.03528532385826111,0.26883748173713684,0.0004672660434152931,0.7045426368713379,0.00037948437966406345,0.26883748173713684
-0.002129822038114071,0.044646501541137695,0.0032706097699701786,0.06621121615171432,-0.9993335008621216,0.03531598672270775,0.26879405975341797,0.00047689233906567097,0.7057002186775208,0.0004099592624697834,0.26879405975341797
-0.0022945210803300142,0.042700931429862976,0.003323207376524806,0.0648624375462532,-0.9995691180229187,0.03535151854157448,0.2687475085258484,0.0005101821734569967,0.7069783210754395,0.0004091033770237118,0.2687475085258484
-0.0024013095535337925,0.040873073041439056,0.0033612134866416454,0.06411166489124298,-0.9996911287307739,0.03538546338677406,0.26872316002845764,0.000520882080309093,0.7081078290939331,0.0005032371263951063,0.26872316002845764
-0.0024531243834644556,0.0399869941174984,0.0033843291457742453,0.06394584476947784,-0.9997237324714661,0.03540845960378647,0.26871663331985474,0.0005458216764964163,0.7087310552597046,0.0005264020874164999,0.26871663331985474
-0.002458370290696621,0.039793968200683594,0.003452019300311804,0.0654822364449501,-0.9996837377548218,0.035448554903268814,0.26872432231903076,0.0005635393317788839,0.7090275287628174,0.00047291687224060297,0.26872432231903076
-0.0024770651943981647,0.04127449169754982,0.0035797797609120607,0.06855560839176178,-0.9996737837791443,0.035499073565006256,0.26872628927230835,0.0006050377269275486,0.7086700797080994,0.0005472687189467251,0.26872628927230835
-0.002522421767935157,0.043198246508836746,0.003720791544765234,0.07136764377355576,-0.9997469186782837,0.035559073090553284,0.2687118947505951,0.000652359682135284,0.7080295085906982,0.0004947501583956182,0.2687118947505951
-0.002568483352661133,0.04360155388712883,0.003798264777287841,0.07227127254009247,-0.9997912645339966,0.03563638776540756,0.2687028646469116,0.0006972746341489255,0.7079856395721436,0.000559816078748554,0.2687028646469116
-0.0026409702841192484,0.042698249220848083,0.0038821317721158266,0.07265543937683105,-0.9998418092727661,0.03573809564113617,0.2686923146247864,0.0007417071610689163,0.7082991600036621,0.0004840824694838375,0.2686923146247864
-0.002826146548613906,0.04157441854476929,0.004044050816446543,0.072800412774086,-0.999987006187439,0.035846613347530365,0.26866307854652405,0.000780456408392638,0.7090540528297424,0.0005106708267703652,0.26866307854652405
-0.003095560008659959,0.03983156383037567,0.0042763976380229,0.07289066910743713,-1.0001667737960815,0.035946015268564224,0.2686271369457245,0.0008200010634027421,0.7096061706542969,0.0005551645299419761,0.2686271369457245
-0.0032852047588676214,0.03889509662985802,0.004494552966207266,0.07389737665653229,-1.0003427267074585,0.03607824444770813,0.2685917317867279,0.0008632068638689816,0.7103525400161743,0.0005601508892141283,0.2685917317867279
-0.0033854087814688683,0.036949191242456436,0.004527469631284475,0.07262210547924042,-1.0003732442855835,0.03613673150539398,0.26858553290367126,0.0009163282811641693,0.7107895016670227,0.0006172574940137565,0.26858553290367126
-0.0034240044187754393,0.03598392382264137,0.004595803562551737,0.07294652611017227,-1.0003505945205688,0.03622359409928322,0.26858970522880554,0.0009763757698237896,0.7109888792037964,0.000644437677692622,0.26858970522880554
-0.0033284034579992294,0.03753569349646568,0.00471554696559906,0.07636238634586334,-1.0002243518829346,0.036367062479257584,0.2686140537261963,0.001040037372149527,0.7106748819351196,0.0006962083280086517,0.2686140537261963
-0.003228979418054223,0.037537988275289536,0.0046899039298295975,0.07673902809619904,-1.0000485181808472,0.03640997037291527,0.2686488628387451,0.0011022294638678432,0.7102330923080444,0.0006792592466808856,0.2686488628387451
-0.0033175938297063112,0.040227215737104416,0.004973557777702808,0.08145350962877274,-1.0000752210617065,0.03659367933869362,0.26864320039749146,0.001184319844469428,0.7098231315612793,0.0006819836562499404,0.26864320039749146
-0.003204001346603036,0.04463842138648033,0.005138217005878687,0.08680790662765503,-0.9999563694000244,0.036744263023138046,0.2686662971973419,0.0012417749967426062,0.7089136242866516,0.0008286829688586295,0.2686662971973419
-0.003115371335297823,0.04558234661817551,0.005102918017655611,0.08734744042158127,-0.9997953176498413,0.0367952398955822,0.26869821548461914,0.0013007664820179343,0.7082488536834717,0.0008521559066139162,0.26869821548461914
-0.0027528582140803337,0.05119490250945091,0.005022373050451279,0.09233838319778442,-0.9994352459907532,0.03686854615807533,0.26876935362815857,0.001343416515737772,0.7071442604064941,0.0007132748141884804,0.26876935362815857
-0.002953483257442713,0.053249627351760864,0.005322399083524942,0.09536143392324448,-0.999518871307373,0.036991894245147705,0.26875290274620056,0.0014096321538090706,0.7064194083213806,0.0007954513421282172,0.26875290274620056
-0.0030841308180242777,0.05424794554710388,0.005646208301186562,0.09938803315162659,-0.9995561838150024,0.037152327597141266,0.2687453627586365,0.0014851627638563514,0.7052549123764038,0.0010950998403131962,0.2687453627586365
-0.0030996648129075766,0.056328870356082916,0.005840693600475788,0.10296649485826492,-0.9994878768920898,0.03730013221502304,0.2687589228153229,0.0015717616770416498,0.7040674090385437,0.00134383630938828,0.2687589228153229
-0.0031843192409723997,0.05752304568886757,0.006113650742918253,0.10625059902667999,-0.9994776248931885,0.03745267912745476,0.26876112818717957,0.00166333990637213,0.7026472091674805,0.0013322727754712105,0.26876112818717957
-0.003238177392631769,0.05659805238246918,0.006270418409258127,0.10745187848806381,-0.9994511008262634,0.03759758546948433,0.2687663435935974,0.0017522545531392097,0.7011221647262573,0.0016005304642021656,0.2687663435935974
-0.0033486909233033657,0.06300561875104904,0.006827822420746088,0.11727216839790344,-0.9996498227119446,0.03782786801457405,0.2687265872955322,0.0017712339758872986,0.6996803283691406,0.001859568990767002,0.2687265872955322
-0.0035105282440781593,0.062478143721818924,0.007071180734783411,0.11860387027263641,-0.9997708797454834,0.03797297552227974,0.26870256662368774,0.0018360981484875083,0.6979787945747375,0.002043379470705986,0.26870256662368774
-0.0035769736859947443,0.06884406507015228,0.0075838384218513966,0.12755052745342255,-0.9999064207077026,0.03819703310728073,0.26867544651031494,0.0018602467607706785,0.6969281435012817,0.002407478168606758,0.26867544651031494
-0.003750409698113799,0.06808862090110779,0.007656860630959272,0.1255955696105957,-1.0000663995742798,0.038185328245162964,0.268644243478775,0.0018743526889011264,0.6965776085853577,0.002331162802875042,0.268644243478775
