step,train_loss,train_accuracy,ce_loss,pairwise_loss,learning_rate,wall_clock_time_sec,val_loss,val_accuracy,val_nll,val_ece,val_brier,val_positive_logit_mean,val_hard_negative_logit_mean,val_margin_mean,val_positive_drive_mean,val_positive_resistance_mean,val_hard_negative_drive_mean,val_hard_negative_resistance_mean,val_sample_uncertainty_mean,val_ambiguity_mean,val_class_resistance_mean,val_resistance_noise_corr,val_resistance_occlusion_corr
1,2.3028316497802734,0.078125,2.3028316497802734,0.0,0.001,0.01713728904724121,,,,,,,,,,,,,,,,,
2,2.2965221405029297,0.125,2.2965221405029297,0.0,0.001,0.03244185447692871,,,,,,,,,,,,,,,,,
3,2.295848846435547,0.078125,2.295848846435547,0.0,0.001,0.04525399208068848,,,,,,,,,,,,,,,,,
4,2.282285451889038,0.1875,2.282285451889038,0.0,0.001,0.060820817947387695,,,,,,,,,,,,,,,,,
5,2.271800994873047,0.1875,2.271800994873047,0.0,0.001,0.07572174072265625,,,,,,,,,,,,,,,,,
6,2.2658355236053467,0.265625,2.2658355236053467,0.0,0.001,0.09040617942810059,,,,,,,,,,,,,,,,,
7,2.263916492462158,0.1875,2.263916492462158,0.0,0.001,0.10378837585449219,,,,,,,,,,,,,,,,,
8,2.249422311782837,0.15625,2.249422311782837,0.0,0.001,0.1186530590057373,,,,,,,,,,,,,,,,,
9,2.213416337966919,0.34375,2.213416337966919,0.0,0.001,0.1336209774017334,,,,,,,,,,,,,,,,,
10,2.2287628650665283,0.234375,2.2287628650665283,0.0,0.001,0.14844727516174316,,,,,,,,,,,,,,,,,
11,2.186279296875,0.3125,2.186279296875,0.0,0.001,0.1636641025543213,,,,,,,,,,,,,,,,,
12,2.203500747680664,0.21875,2.203500747680664,0.0,0.001,0.17728495597839355,,,,,,,,,,,,,,,,,
13,2.1439335346221924,0.296875,2.1439335346221924,0.0,0.001,0.19210219383239746,,,,,,,,,,,,,,,,,
14,2.1560747623443604,0.328125,2.1560747623443604,0.0,0.001,0.20676732063293457,,,,,,,,,,,,,,,,,
15,2.158292055130005,0.234375,2.158292055130005,0.0,0.001,0.22165727615356445,,,,,,,,,,,,,,,,,
16,2.096057891845703,0.265625,2.096057891845703,0.0,0.001,0.23623871803283691,,,,,,,,,,,,,,,,,
17,2.0715367794036865,0.203125,2.0715367794036865,0.0,0.001,0.25018954277038574,,,,,,,,,,,,,,,,,
18,2.0431113243103027,0.25,2.0431113243103027,0.0,0.001,0.26523685455322266,,,,,,,,,,,,,,,,,
19,2.0820693969726562,0.125,2.0820693969726562,0.0,0.001,0.2802598476409912,,,,,,,,,,,,,,,,,
20,1.957165241241455,0.3125,1.957165241241455,0.0,0.001,0.295712947845459,,,,,,,,,,,,,,,,,
21,1.9891618490219116,0.25,1.9891618490219116,0.0,0.001,0.31014204025268555,,,,,,,,,,,,,,,,,
22,1.9575079679489136,0.234375,1.9575079679489136,0.0,0.001,0.32492899894714355,,,,,,,,,,,,,,,,,
23,1.9374377727508545,0.3125,1.9374377727508545,0.0,0.001,0.34084033966064453,,,,,,,,,,,,,,,,,
