step,train_loss,val_score,best_val_score,warmup_eta
1,0.6570003032684326,0.51513671875,0.51513671875,0.01
50,0.1030486673116684,0.4482421875,0.51513671875,0.5
100,0.09702429175376892,0.4541015625,0.51513671875,1.0
150,0.06612208485603333,0.462890625,0.51513671875,1.0
200,0.09109664708375931,0.4599609375,0.51513671875,1.0
250,0.05048692226409912,0.46044921875,0.51513671875,1.0
300,0.07742258161306381,0.482421875,0.51513671875,1.0
350,0.06500375270843506,0.4873046875,0.51513671875,1.0
400,0.060691602528095245,0.48095703125,0.51513671875,1.0
450,0.06506450474262238,0.49462890625,0.51513671875,1.0
500,0.07431457191705704,0.46728515625,0.51513671875,1.0
550,0.1165575161576271,0.4716796875,0.51513671875,1.0
600,0.09906929731369019,0.48388671875,0.51513671875,1.0
