drive_mean,drive_std,resistance_mean,resistance_std,energy_mean,energy_std,gate_mean,gate_std,ambiguity_mean,ambiguity_std,ambiguity_weight_mean,ambiguity_weight_std,sample_uncertainty_mean,sample_uncertainty_std,gate_activation_rate
0.0151201281696558,0.2004413902759552,0.12055365741252899,0.305685430765152,-0.8672044277191162,0.33631131052970886,0.26895466446876526,4.95724925713148e-05,0.22983483970165253,0.2969428598880768,0.004999999888241291,0.0,0.6927086710929871,0.00012048962526023388,0.26895466446876526
0.009619862772524357,0.2990669310092926,0.12092277407646179,0.3066118359565735,-0.8675746321678162,0.3358043134212494,0.2689726948738098,0.00019808654906228185,0.32373055815696716,0.32354289293289185,0.009999999776482582,0.0,0.6932885646820068,0.00020058067457284778,0.2689726948738098
0.0032021976076066494,0.27789127826690674,0.1209203377366066,0.30697470903396606,-0.8682197332382202,0.33381783962249756,0.2689846158027649,0.000309389695758,0.2513963580131531,0.40811964869499207,0.014999998733401299,9.313225746154785e-10,0.6936119198799133,0.00023315579164773226,0.2689846158027649
0.009476065635681152,0.30904701352119446,0.12148362398147583,0.30814167857170105,-0.8674893975257874,0.3360007107257843,0.26897817850112915,0.0003950915124733001,0.33726292848587036,0.2700527012348175,0.019999999552965164,0.0,0.6941174268722534,0.00025621766690164804,0.26897817850112915
0.0052019329741597176,0.3257278800010681,0.1218431293964386,0.3089878559112549,-0.8681439757347107,0.3347547650337219,0.26896023750305176,0.00045879732351750135,0.3519335389137268,0.4580029547214508,0.02500000037252903,0.0,0.6944965720176697,0.0002319129416719079,0.26896023750305176
-0.0030288780108094215,0.33164986968040466,0.12209265679121017,0.30924132466316223,-0.8689332008361816,0.33324092626571655,0.26892906427383423,0.0005303141078911722,0.30559444427490234,0.37291666865348816,0.029999997466802597,1.862645149230957e-09,0.6950110197067261,0.0002686235820874572,0.26892906427383423
-0.005679665599018335,0.33939987421035767,0.12240579724311829,0.3101520538330078,-0.8692089915275574,0.33275970816612244,0.2689184844493866,0.0006066588102839887,0.32222384214401245,0.3519599735736847,0.03500000014901161,0.0,0.6954992413520813,0.0003114638093393296,0.2689184844493866
0.0008903967100195587,0.3044911324977875,0.12271759659051895,0.31061917543411255,-0.8686227798461914,0.33399349451065063,0.26891887187957764,0.0006603887304663658,0.3070753514766693,0.28008005023002625,0.03999999910593033,0.0,0.6959856748580933,0.0003276665520388633,0.26891887187957764
-0.009337948635220528,0.32136112451553345,0.12220068275928497,0.3098558187484741,-0.8693395853042603,0.332134872674942,0.2689301073551178,0.000738716684281826,0.22098782658576965,0.2663730978965759,0.04500000178813934,0.0,0.6958512663841248,0.00020481487445067614,0.2689301073551178
-0.01088301744312048,0.33076563477516174,0.12258748710155487,0.31067436933517456,-0.8695144653320312,0.33172836899757385,0.2689380645751953,0.0007960445946082473,0.24512562155723572,0.28867068886756897,0.05000000074505806,0.0,0.6959338784217834,0.00019647237786557525,0.2689380645751953
-0.017287880182266235,0.33587169647216797,0.12238046526908875,0.3105107545852661,-0.8700400590896606,0.3302049934864044,0.2689587473869324,0.0008412391180172563,0.21206888556480408,0.30152127146720886,0.054999999701976776,0.0,0.6958377957344055,0.0002687074011191726,0.2689587473869324
-0.014406769536435604,0.3623044788837433,0.12336299568414688,0.3130653500556946,-0.8697980046272278,0.3311048448085785,0.2689599394798279,0.0008923252462409437,0.3160132169723511,0.34420278668403625,0.059999994933605194,3.725290298461914e-09,0.6958771347999573,0.00024468512856401503,0.2689599394798279
-0.011797366663813591,0.35920006036758423,0.12334805727005005,0.31323638558387756,-0.8694226145744324,0.33192235231399536,0.26896727085113525,0.0009474032558500767,0.3006550669670105,0.2769984006881714,0.06499999761581421,0.0,0.695741593837738,0.0002924888103734702,0.26896727085113525
-0.015805991366505623,0.3767378628253937,0.12361853569746017,0.31404250860214233,-0.8696872591972351,0.3311719298362732,0.26898765563964844,0.0009949549566954374,0.3141176104545593,0.33510586619377136,0.07000000029802322,0.0,0.6954542398452759,0.00017737488087732345,0.26898765563964844
-0.01450872141867876,0.3936883211135864,0.12438341230154037,0.3161916732788086,-0.8694537281990051,0.33158624172210693,0.26902011036872864,0.0010460579069331288,0.37947624921798706,0.3557051420211792,0.07500000298023224,0.0,0.6950743198394775,0.0001537195930723101,0.26902011036872864
-0.018077129498124123,0.4021839201450348,0.12411940097808838,0.3161206543445587,-0.8693994283676147,0.3308316171169281,0.2690984308719635,0.0010886352974921465,0.35639700293540955,0.33005115389823914,0.07999999821186066,0.0,0.6945637464523315,0.00015677805640734732,0.2690984308719635
-0.01162019744515419,0.4042365849018097,0.12481248378753662,0.31855854392051697,-0.8685463666915894,0.3322143256664276,0.2691655158996582,0.0011240377789363265,0.4198981821537018,0.3361155390739441,0.08500000089406967,0.0,0.6941637396812439,0.00014380588254425675,0.2691655158996582
-0.018707823008298874,0.433043509721756,0.12562277913093567,0.32084378600120544,-0.8691233992576599,0.3307593762874603,0.2691924571990967,0.001132712117396295,0.466841459274292,0.45335838198661804,0.09000000357627869,0.0,0.6939675807952881,0.0001296528644161299,0.2691924571990967
-0.005642724689096212,0.4038862884044647,0.12595942616462708,0.32162413001060486,-0.8678310513496399,0.3336286246776581,0.2691996693611145,0.0011629784712567925,0.46951326727867126,0.3487206697463989,0.0949999988079071,0.0,0.6939940452575684,8.639752195449546e-05,0.2691996693611145
-0.0055654412135481834,0.38404056429862976,0.12508367002010345,0.3195320665836334,-0.8676178455352783,0.3336254954338074,0.2692239582538605,0.0011859070509672165,0.3870227336883545,0.25614815950393677,0.10000000149011612,0.0,0.6939520835876465,0.00016915795276872814,0.2692239582538605
-0.013079958967864513,0.42624449729919434,0.12658019363880157,0.3230772316455841,-0.8684426546096802,0.33256369829177856,0.2691825330257416,0.0011883022962138057,0.4629976749420166,0.36031776666641235,0.10499999672174454,0.0,0.6940871477127075,0.00012549843813758343,0.2691825330257416
-0.009568370878696442,0.43524369597435,0.12810273468494415,0.3263000547885895,-0.8683196306228638,0.3337135314941406,0.2691274583339691,0.0012044883333146572,0.5275787711143494,0.3951350152492523,0.10999999940395355,0.0,0.6941078901290894,0.00012730524758808315,0.2691274583339691
-0.012653779238462448,0.44555360078811646,0.12847506999969482,0.32663488388061523,-0.8687642812728882,0.33357930183410645,0.2690534293651581,0.0012173420982435346,0.5140320062637329,0.3851986229419708,0.11499999463558197,7.450580596923828e-09,0.6942071318626404,0.00010372004908276722,0.2690534293651581
-0.009171320125460625,0.4309559166431427,0.12888459861278534,0.32715436816215515,-0.868608832359314,0.33437612652778625,0.26901519298553467,0.0012259349459782243,0.5085997581481934,0.3408336937427521,0.11999998986721039,7.450580596923828e-09,0.694158136844635,0.00011296438606223091,0.26901519298553467
-0.006322770845144987,0.4249162971973419,0.1293570101261139,0.3281114995479584,-0.8683854937553406,0.3351060450077057,0.26899564266204834,0.0012332418700680137,0.5129439234733582,0.33291828632354736,0.125,0.0,0.693939745426178,0.0001256183604709804,0.26899564266204834
-0.01452578417956829,0.4264146089553833,0.12859803438186646,0.3257419466972351,-0.8692307472229004,0.33348625898361206,0.26895636320114136,0.0012229378335177898,0.4409553110599518,0.3476792573928833,0.12999999523162842,0.0,0.6938000917434692,8.27066833153367e-05,0.26895636320114136
-0.015180393122136593,0.46221819519996643,0.1309676170349121,0.3316519558429718,-0.8693228960037231,0.33417999744415283,0.26891884207725525,0.0012091833632439375,0.5482869148254395,0.4310496747493744,0.13500000536441803,0.0,0.6937457323074341,0.00010671232303138822,0.26891884207725525
