update_gate_mean,update_gate_std,new_precision_mean,new_precision_std,old_precision_mean,old_precision_std,update_norm_mean
4.204725337331183e-05,3.637978807091713e-12,0.0003364063741173595,0.0,8.000336647033691,0.0,0.00011892760085174814
