step,train_loss,wall_clock_time_sec,eval_accuracy,eval_selective_aurc
1,0.7751654982566833,0.009825944900512695,,
2,0.8774293661117554,0.011276960372924805,,
3,0.8739277720451355,0.012074947357177734,,
4,0.7282392382621765,0.012786149978637695,,
5,0.7182660102844238,0.013419866561889648,,
6,0.7105308771133423,0.014026880264282227,,
7,0.7206955552101135,0.014626026153564453,,
8,0.7248978614807129,0.01528310775756836,,
9,0.6463978290557861,0.01596212387084961,,
10,0.7918707728385925,0.016644954681396484,0.56640625,0.4150818884372711
11,0.8002183437347412,0.019153118133544922,,
12,0.7846432328224182,0.019855022430419922,,
13,0.7105180621147156,0.020601987838745117,,
14,0.7457402944564819,0.021322011947631836,,
15,0.7370067238807678,0.021978139877319336,,
16,0.7451948523521423,0.02262401580810547,,
17,0.6838170886039734,0.023298978805541992,,
18,0.7861608266830444,0.023936033248901367,,
19,0.7569000124931335,0.024541139602661133,,
20,0.6897134184837341,0.025155067443847656,0.57421875,0.3941231369972229
21,0.7270247936248779,0.027350902557373047,,
22,0.7043813467025757,0.028062820434570312,,
23,0.73359614610672,0.0289309024810791,,
24,0.7337471842765808,0.029779911041259766,,
25,0.7484153509140015,0.030553102493286133,,
26,0.6788589358329773,0.03125905990600586,,
27,0.7063324451446533,0.032006025314331055,,
28,0.6992037296295166,0.03274798393249512,,
29,0.7524831295013428,0.0334470272064209,,
30,0.6576725840568542,0.034142255783081055,0.58203125,0.3767596185207367
31,0.724750280380249,0.036382198333740234,,
32,0.7067043781280518,0.03713393211364746,,
33,0.6790768504142761,0.03805899620056152,,
34,0.6535517573356628,0.03882098197937012,,
35,0.6618345975875854,0.03954291343688965,,
36,0.7021703720092773,0.04028010368347168,,
37,0.7304074168205261,0.04103803634643555,,
38,0.7091711163520813,0.04172992706298828,,
39,0.7085544466972351,0.04243183135986328,,
40,0.691429615020752,0.043179988861083984,0.59765625,0.3550366759300232
41,0.7184385061264038,0.0456390380859375,,
42,0.6844453811645508,0.04646611213684082,,
43,0.6817068457603455,0.04726219177246094,,
44,0.6515759825706482,0.04801821708679199,,
45,0.6634745001792908,0.0488131046295166,,
46,0.6730640530586243,0.04963803291320801,,
47,0.6579992175102234,0.050398826599121094,,
48,0.6748804450035095,0.051162004470825195,,
49,0.6829829812049866,0.05203390121459961,,
50,0.6880046725273132,0.052828073501586914,0.6171875,0.33088454604148865
