step,train_loss,train_accuracy,wall_clock_time_sec,val_accuracy,val_loss,val_ece,val_brier
1,0.7797201871871948,0.4765625,0.0031430721282958984,,,,
2,0.7734394669532776,0.3828125,0.005839109420776367,,,,
3,0.7405184507369995,0.484375,0.00807809829711914,,,,
4,0.7636204957962036,0.484375,0.010857820510864258,,,,
5,0.7669543027877808,0.4453125,0.0141448974609375,,,,
6,0.7791951894760132,0.4140625,0.015594005584716797,,,,
7,0.7690826058387756,0.4140625,0.017334938049316406,,,,
8,0.7262822985649109,0.546875,0.020510196685791016,,,,
9,0.7383737564086914,0.5,0.02235698699951172,,,,
10,0.7738385796546936,0.3984375,0.02392101287841797,0.45703125,0.739692211151123,0.1352207213640213,0.54427170753479
11,0.7319976687431335,0.46875,0.030303001403808594,,,,
12,0.742835521697998,0.484375,0.032073020935058594,,,,
13,0.7522250413894653,0.484375,0.033737897872924805,,,,
14,0.6961806416511536,0.5078125,0.03758502006530762,,,,
15,0.7441228628158569,0.4609375,0.040126800537109375,,,,
16,0.6991572976112366,0.5390625,0.04219794273376465,,,,
17,0.7160588502883911,0.5,0.04526782035827637,,,,
18,0.7114019393920898,0.4921875,0.04707694053649902,,,,
19,0.7079079151153564,0.5390625,0.04867386817932129,,,,
20,0.7261368632316589,0.4609375,0.050556182861328125,0.5078125,0.7213078737258911,0.08746594190597534,0.5262370109558105
21,0.6780727505683899,0.6171875,0.055519819259643555,,,,
22,0.6968188881874084,0.5078125,0.057760000228881836,,,,
23,0.7070781588554382,0.4921875,0.0606839656829834,,,,
24,0.711566686630249,0.515625,0.06374216079711914,,,,
25,0.6895826458930969,0.53125,0.06618595123291016,,,,
26,0.7038609385490417,0.546875,0.06911993026733398,,,,
27,0.6861419677734375,0.515625,0.07187390327453613,,,,
28,0.6899029016494751,0.5234375,0.07380104064941406,,,,
29,0.6773836016654968,0.5390625,0.07581210136413574,,,,
30,0.6791244745254517,0.578125,0.07961201667785645,0.578125,0.6844435930252075,0.02501584403216839,0.4908962845802307
31,0.6668614149093628,0.5703125,0.08369183540344238,,,,
32,0.6766132116317749,0.5703125,0.08766412734985352,,,,
33,0.6895673871040344,0.5234375,0.08984494209289551,,,,
34,0.6880422234535217,0.5703125,0.09238290786743164,,,,
35,0.6686050891876221,0.5390625,0.09598207473754883,,,,
36,0.6708531379699707,0.546875,0.0981299877166748,,,,
37,0.6918171048164368,0.5390625,0.1002647876739502,,,,
38,0.6516680121421814,0.65625,0.10373282432556152,,,,
39,0.6947877407073975,0.53125,0.10680198669433594,,,,
40,0.6893754005432129,0.53125,0.10919809341430664,0.57421875,0.6751103401184082,0.024502579122781754,0.48236727714538574
