step,train_loss,wall_clock_time_sec,eval_action_accuracy,eval_unsafe_action_rate,eval_expected_utility,eval_risk_weighted_reward,eval_approval_precision,eval_approval_recall,eval_risk_corr,eval_ece
1,1.3813960552215576,0.0031359195709228516,,,,,,,,
2,1.3896242380142212,0.006356954574584961,,,,,,,,
3,1.3686641454696655,0.009319067001342773,,,,,,,,
4,1.3848607540130615,0.012397050857543945,,,,,,,,
5,1.3849661350250244,0.015527009963989258,,,,,,,,
6,1.3641040325164795,0.018337011337280273,,,,,,,,
7,1.3577216863632202,0.021368980407714844,,,,,,,,
8,1.346592664718628,0.024306774139404297,,,,,,,,
9,1.3555163145065308,0.027295827865600586,,,,,,,,
10,1.3472135066986084,0.030366897583007812,0.5078125,0.1328125,0.7064197063446045,0.024131441488862038,0.125,0.3478260934352875,-0.35485148429870605,0.23776614665985107
11,1.3534376621246338,0.038498878479003906,,,,,,,,
12,1.3256616592407227,0.04134702682495117,,,,,,,,
13,1.3439574241638184,0.04435396194458008,,,,,,,,
14,1.3141438961029053,0.047312021255493164,,,,,,,,
15,1.3347434997558594,0.05018305778503418,,,,,,,,
16,1.3218368291854858,0.05306386947631836,,,,,,,,
17,1.315210223197937,0.05608391761779785,,,,,,,,
18,1.3155207633972168,0.05893397331237793,,,,,,,,
19,1.3163448572158813,0.06190299987792969,,,,,,,,
20,1.2978582382202148,0.06503486633300781,0.5859375,0.109375,0.7216997146606445,0.11944719403982162,0.203125,0.5652173757553101,-0.35485148429870605,0.30195191502571106
21,1.2886215448379517,0.0731508731842041,,,,,,,,
22,1.3024569749832153,0.07604503631591797,,,,,,,,
23,1.2935124635696411,0.07915687561035156,,,,,,,,
24,1.2934828996658325,0.0821678638458252,,,,,,,,
25,1.294539451599121,0.08521699905395508,,,,,,,,
26,1.2871103286743164,0.08839297294616699,,,,,,,,
27,1.2583855390548706,0.09130597114562988,,,,,,,,
28,1.2670491933822632,0.09454202651977539,,,,,,,,
29,1.2816859483718872,0.09889984130859375,,,,,,,,
30,1.2320809364318848,0.10202217102050781,0.625,0.1171875,0.7239763736724854,0.14017343521118164,0.1875,0.52173912525177,-0.35485148429870605,0.3239007294178009
31,1.2566889524459839,0.11072206497192383,,,,,,,,
32,1.2681034803390503,0.11412286758422852,,,,,,,,
33,1.243839144706726,0.11747908592224121,,,,,,,,
34,1.2450289726257324,0.12096500396728516,,,,,,,,
35,1.2337892055511475,0.12789487838745117,,,,,,,,
36,1.2452468872070312,0.13105392456054688,,,,,,,,
37,1.2353004217147827,0.13415002822875977,,,,,,,,
38,1.2502130270004272,0.13736295700073242,,,,,,,,
39,1.1963728666305542,0.14042115211486816,,,,,,,,
40,1.2135636806488037,0.14358806610107422,0.6328125,0.1171875,0.7201836109161377,0.14214104413986206,0.1875,0.52173912525177,-0.35485148429870605,0.31164824962615967
